region,origin_coord,destination_coord,datetime,datasource
qcyvifkfsehphvohrsww,POINT (33.3232904642228 8.4909175475305),POINT (37.5052952083877 62.444809803798),2023-01-19-17:52:19,nofabwpltqujuvglbnme
xlwqvwduapcesimfhtrv,POINT (55.70348931676 77.3391344555076),POINT (74.4945915707161 52.7531251614089),2023-01-19-17:52:19,viaqjorxkvfhlstgzmot
veqjmbtlnrvrbkdbwbrq,POINT (47.7330456280942 56.6445543626971),POINT (87.3665642241143 85.4467347708823),2023-01-19-17:52:19,eqroofgfzyshvalkjchz
wrdvatzltltuutjnaqpb,POINT (38.1760110201333 13.858827000685),POINT (61.4161824142597 85.0695367392573),2023-01-19-17:52:19,wvqavlaopbytntuuwtct
wnrybmhrqfptrhpgzwha,POINT (74.1886621147197 78.9554084447897),POINT (56.1734885290153 33.8781183860273),2023-01-19-17:52:19,jbmckgunfbtkduzrugfg
evbjpubjrehiiehxlntc,POINT (21.2742415237088 25.6174951782085),POINT (16.8878185604346 71.11847077472),2023-01-19-17:52:19,yedubkjwnomnlrcegcii
itcqmfqcbxpoxhqpxhrq,POINT (49.3987089558138 43.8951474611912),POINT (69.3701032566632 34.2552310366416),2023-01-19-17:52:19,wjdnociapzrbnxuomfsh
jsnvrblfuclkfchbdfke,POINT (84.9945671409057 25.0942434604648),POINT (44.0503461381041 20.0448161848519),2023-01-19-17:52:19,jpczeqxlvnctjqhjnryj
znztcsstxmodnnvcvtoz,POINT (70.5731070353499 96.139319605776),POINT (36.7246911810107 92.4706823155892),2023-01-19-17:52:19,ybzpwlcjmotdtifdgdgz
zswscgdehyqagstsztwo,POINT (93.7009055554431 30.1377019405851),POINT (94.1738646986775 19.6639032043456),2023-01-19-17:52:19,tthpebljfojkjocqlwjv
eluejshsjzjccrnvchor,POINT (13.4606776919369 88.8819732759017),POINT (78.6093175855402 69.2431473906974),2023-01-19-17:52:19,ykebesflxifraezcvrun
gbotwtdkpkkpgddetmkr,POINT (22.2494260670307 1.3168825750432),POINT (60.2527147042413 87.6202393000752),2023-01-19-17:52:19,wufqjitlwobhbknbgacm
oaraeipzctfjhntiniwq,POINT (22.9735436763269 92.7083146221836),POINT (23.599429707631 44.025626524155),2023-01-19-17:52:19,bjluxbtrosnjpwozgmkk
yalkdxhkhgqtfhfpuprc,POINT (9.0159532327558 2.7664491080604),POINT (35.1041077261796 8.4348134814693),2023-01-19-17:52:19,ysdtjpqxojhuxtbqabgr
raepcnosxpfhohuhqfsc,POINT (48.134535112683 67.1981381674405),POINT (16.1214829999811 1.8869167777513),2023-01-19-17:52:19,uxucoxervjlmwvlqbpwe
cbhgfulwiteolelkeexf,POINT (77.8496379106547 86.5865954762313),POINT (5.8747230621118 65.7500539455484),2023-01-19-17:52:19,ptwtueyjqxijaazlfywh
rmthumwomsgkrragwhud,POINT (39.3332105878803 19.6449127598922),POINT (26.4515358611992 64.842027003337),2023-01-19-17:52:19,awpvnzpnulrbrdesrgzx
mfqfyhcopcndqkqcwbkw,POINT (39.61109490703 90.431314265717),POINT (58.6877774533714 22.4331893997435),2023-01-19-17:52:19,eswruvbjrnvrhprzbmwr
uldobtiyytsosdliorxg,POINT (33.4689677334222 9.2784814918522),POINT (89.7721780759428 9.3093916780607),2023-01-19-17:52:19,wwjebhtqvidsaerkvnxs
ifkuquvqdyvkhvjwqeog,POINT (28.7056773998492 25.3187898557822),POINT (69.4008409145379 2.1916767158466),2023-01-19-17:52:19,bkllerhvbstiifxzuvsi
ntziqmyvfkbdvypvfkhu,POINT (20.6255966128673 98.2445741834063),POINT (23.6521687777014 85.2784610263522),2023-01-19-17:52:19,zyydfzdsgwytehriethj
arfpvwoeruiweeyiadil,POINT (3.0475267702208 55.344945393369),POINT (14.3294987303902 59.2488994038128),2023-01-19-17:52:19,hnzstyqcgubebgmngelz
mpzodbnxkbbotnhnmrgx,POINT (28.0991175503701 88.7648814955507),POINT (62.7385855193553 92.4167727781245),2023-01-19-17:52:19,ptcakwqjdlxbqzysjvdz
untzbhpryquavajxbrrf,POINT (87.1204079085194 62.7748980486553),POINT (13.2680846819301 19.7259581689999),2023-01-19-17:52:19,petcsabwmnlzlhnkwmve
cejeescmacpnvaxwcdlo,POINT (38.7006518177927 50.2908222122293),POINT (86.4443594479506 41.6203561317672),2023-01-19-17:52:19,krqetkbkblcnompzvskz
cuxosblazlscyaronykw,POINT (94.8971744985886 98.759541100005),POINT (62.3347595334655 98.3237158900805),2023-01-19-17:52:19,achwroedxvmnswcwjbyv
mbxjfrufsazyxosjyowm,POINT (48.6774919394838 6.9874702246842),POINT (47.4614147050855 36.3796080315506),2023-01-19-17:52:19,hzwteihfnulsnueilczh
xgrcfbyrocdhtfiezyns,POINT (10.9341502251042 72.6059143446118),POINT (51.7723316479287 32.0264115671506),2023-01-19-17:52:19,fnezkwqinguvzeczcbeg
zdysnizkiinsvxvblsbf,POINT (65.0734137972811 7.6207513039113),POINT (47.8884019445389 25.9614324918685),2023-01-19-17:52:19,xzaskodqrexuskmgypvg
mgafltggthlznqbujciq,POINT (54.5677070097775 80.1655934723369),POINT (64.8509336168731 95.2883996489989),2023-01-19-17:52:19,hhwtjqzwlfkhzlyuqrll
zpqedryjrflqmwryupaz,POINT (64.0607761739259 92.5615134078994),POINT (14.7890659671084 12.3831297329569),2023-01-19-17:52:19,mkmspfajwcuhhzkwhwgs
qsfhjteeqhxjcpcimjjv,POINT (13.6256226950266 19.8756439362859),POINT (39.1457261700187 30.5074789714316),2023-01-19-17:52:19,epizfmgttjtxscrbqank
aosqpayswperpsmvrefw,POINT (48.0597571735032 52.9272500405405),POINT (78.5829278641792 68.8541823158786),2023-01-19-17:52:19,cedixmgganncuryzwubu
kffkyldigddwvdwikdpk,POINT (27.5997228348899 60.2429733673738),POINT (77.1546293634682 34.3404826460505),2023-01-19-17:52:19,siwrouridmlosjqoeswu
grbumrmawqbbaulnmape,POINT (52.2700544096548 64.1232856641909),POINT (58.7774570646168 82.0126717345585),2023-01-19-17:52:19,xwjviqxwvzqlftmwcilx
elhqlnlouyejodniipki,POINT (96.4186160031592 19.805872297728),POINT (78.5259235412462 19.0415031997091),2023-01-19-17:52:19,ttzikwhltszkbukwnhan
yqbhmlclpmiwzhtfzzjw,POINT (61.7576839412345 7.1817157196424),POINT (37.8705487220912 43.404527665701),2023-01-19-17:52:19,wjhcyrvnkqsnaoclysnv
remhncrtwowgqgrfaeov,POINT (96.727095736821 94.1580243476757),POINT (26.3225851442722 87.5629897426634),2023-01-19-17:52:19,rijcwvorachkqbpqrwkv
ezxasizcopchqppvylin,POINT (68.2250097705048 21.9455373732795),POINT (31.3265373903474 65.4289352636415),2023-01-19-17:52:19,nzojvsyrysbpqbvqntwf
ceigupxfasdkguwjrycq,POINT (22.1786878360446 88.4913300736409),POINT (21.5850730677518 96.0520306600717),2023-01-19-17:52:19,pmwyfmbqpswtgqmyelyn
hcoailiqwqxqdmctzuzs,POINT (27.3315123816179 56.9242277437586),POINT (7.0582079593104 28.1167714095735),2023-01-19-17:52:19,mxiwndryihszqpsmyedk
fvwqihbkmbmrvstpiotm,POINT (64.1785626364084 20.0992066584384),POINT (34.2668643730932 47.4061641995304),2023-01-19-17:52:19,wxfbiljlrfodnfjlpwtc
qrihvyphedigrhjiezpj,POINT (91.3979389157719 19.638711883331),POINT (84.8787647217645 21.941193535207),2023-01-19-17:52:19,qvencrrmmgfuavttqqdq
winygtoocfpqfxcsefel,POINT (28.7511194623126 91.953267221308),POINT (66.3404250818324 71.602263563415),2023-01-19-17:52:19,ptrkywrckeykrjqtvgot
uhjosbkkqgacywggisij,POINT (7.6393547953323 57.7997183886121),POINT (16.3556537517998 42.9356035198457),2023-01-19-17:52:19,vazejotmwtjhljzwolid
pyzkklrdlnoknlpmfesk,POINT (8.1683562599563 38.7184884160644),POINT (86.1406669631518 59.7885267529759),2023-01-19-17:52:19,ttyfaxhumwfsmsftnghn
bmcdquqwnugzpsrryfae,POINT (91.7373013043815 67.0408982612186),POINT (11.2320287207715 59.2621051147867),2023-01-19-17:52:19,ghshyjoxjwhazrlgcbbz
jdoxlivvkcxhridmhcgy,POINT (52.0154944778875 22.3730805180183),POINT (20.64757805618 66.8672196272066),2023-01-19-17:52:19,ljwomkerwwqocxpgwzcq
egrvcrqpfubifgcnykuy,POINT (79.7427244776221 16.9058594669863),POINT (52.5051051798044 76.241185701572),2023-01-19-17:52:19,yqrdrbzqrwcxwqlaogro
lpsqoytsqixyzpupsmxb,POINT (3.9797809712719 96.4371858403265),POINT (24.5348346487739 48.6654883536413),2023-01-19-17:52:19,jfplsieycelffagrycsz
bbgtjvtirwtykmaeweff,POINT (64.3520580087301 43.4817452649037),POINT (85.612537719822 33.6243208337151),2023-01-19-17:52:19,jtoellryplswwxawgapm
zglpecyygvxajannlyyi,POINT (30.6926594605318 11.1054473177682),POINT (60.7429532056227 74.7788635732106),2023-01-19-17:52:19,ehwgmsbmcorvnvlofxpz
bemyeihpevdbnluxgebz,POINT (5.9598831633072 69.9924891910686),POINT (28.2586021182392 67.9889347142177),2023-01-19-17:52:19,nffxhyqfkjnoxwsvdcsm
xwpbsuxrmlqumwevbauh,POINT (8.4374540750317 82.8264657293826),POINT (30.9082328221315 57.104310592335),2023-01-19-17:52:19,ocwfazvdztzjikancxmc
wcvpbaqzefnnjohwseav,POINT (92.8463738811597 51.5408464146949),POINT (67.7178579533167 59.778405604502),2023-01-19-17:52:19,isbteziwpxpqvapnegvm
ertubapqjxagtovujvrb,POINT (3.13754400541 29.9651724439957),POINT (74.9157076735137 88.9427909483318),2023-01-19-17:52:19,rjukcwleaptiikilrktw
epwegddotmzvjebngwhx,POINT (55.1447983739632 7.9976910691424),POINT (83.9342791862105 92.0454886859088),2023-01-19-17:52:19,hxbfefjggmprxmdudrzx
lwtslwfbxsodfafmpgul,POINT (87.0860181916609 12.9271334790669),POINT (19.5835504736933 19.4501419841843),2023-01-19-17:52:19,eaxvxphhzuxchlznrxof
vcamoonxqswxjlzczzee,POINT (39.2865466517437 30.8133772898892),POINT (91.7156567852065 13.0559338840215),2023-01-19-17:52:19,vncjcsbqvngsrmhwtwzg
jrupirsnfxxzaaulvxbl,POINT (83.3105863135266 34.8792542408088),POINT (46.1290647566548 94.5330989868963),2023-01-19-17:52:19,jqtsrzcehxupeulkoedg
mmruthgunlspvmreigbu,POINT (31.2828253998155 38.1271036854168),POINT (86.7272042147417 41.6712544426786),2023-01-19-17:52:19,tsbicprlsbejikgeaxyz
upghrapoujtczpjlgawd,POINT (28.2698593009653 60.0561512540529),POINT (36.3564681271835 62.6770797090052),2023-01-19-17:52:19,tfqlhzmuhqbvnnbxdfek
ckaetaqiukhgyimqitwa,POINT (14.33393440969 35.7770518940253),POINT (5.5906568863591 72.1589930908987),2023-01-19-17:52:19,seryjnekhoaekmanetkm
chnhmrrlnfxpgwarolxn,POINT (72.756037168155 22.7399149153406),POINT (7.949838085959 84.8715985478798),2023-01-19-17:52:19,uvuefoieqsttvhdughfu
qyedqvzzfgfhbeifcknd,POINT (88.8896597047497 83.2696611735349),POINT (62.870679422895 17.5234282114904),2023-01-19-17:52:19,msgyfrdosfmmuijgnibj
rvklkrhfwgebauozszgf,POINT (79.9511410433585 20.7931127837484),POINT (60.249214403861 21.1978084960796),2023-01-19-17:52:19,ahmtkonnocqadamjaqsc
ekughvqzjldumifeboph,POINT (70.8838971908564 28.8611515213603),POINT (45.410385997384 7.8109456382889),2023-01-19-17:52:19,jogdtzkuubyliktnuqct
rebbtbfeyvzuutepzlie,POINT (37.4407122918505 25.9897084309436),POINT (29.9197301542186 54.9027679687036),2023-01-19-17:52:19,zudxlnxaurkmonaktsbf
uaeryhjvvdoedlwkhgre,POINT (96.2592334115618 37.4391603547658),POINT (6.3526445292814 75.9755057552576),2023-01-19-17:52:19,aurgxquiybnerdyxxupa
ckqxsiyinrwispjpqbec,POINT (3.0740299478068 98.7272188550076),POINT (24.7183713335306 89.9864538119717),2023-01-19-17:52:19,imlgnvoazacrirltsjqb
lngukhqgdufwbzysvwmp,POINT (26.8965298505241 28.1384839110606),POINT (10.5997465217169 21.4052092132917),2023-01-19-17:52:19,tejllzomeacbqxmwrkfz
osmoqlzjbdlhrwhcwior,POINT (90.3406931886725 52.3226752822669),POINT (65.1539611282372 93.2221996753802),2023-01-19-17:52:19,oopoblcsycdvxhxyhfmb
xcdxxvurvfybxqrqxftk,POINT (92.3353241666863 87.7343339125404),POINT (44.1246850444059 13.6904913811657),2023-01-19-17:52:19,dvwhvheuujaxnflhpfzd
alulxqnilkanqkodbwdj,POINT (70.2903497100887 20.5877952226654),POINT (89.6806858980295 32.4241776484854),2023-01-19-17:52:19,ybhzuffoovecnezgcedb
izicugwazqunqmqwraea,POINT (77.8201904378619 41.0059076916222),POINT (31.0907910427923 2.1975680882717),2023-01-19-17:52:19,dncomdpcvdznhluxmkha
lvbkdpsdmfdjwfdyczku,POINT (16.8221202119882 47.2145285529276),POINT (39.1108925464097 49.9662368016636),2023-01-19-17:52:19,oarcwepzqvmvrlearbjv
luzplcgmggehodonmdrn,POINT (68.0669356025514 75.5240146060349),POINT (46.9110525371673 62.3259223077788),2023-01-19-17:52:19,ixxmssvfuwsjmhnnwede
dhbgniyqgflyhqrtnema,POINT (45.0189268742076 60.1248906474799),POINT (85.4668678712434 87.4625461480285),2023-01-19-17:52:19,tdrfwqscpqmuvdlqygka
jcitkfomryifyaakhrac,POINT (4.6455762998371 24.0457330622273),POINT (32.9552979665831 96.2310817470819),2023-01-19-17:52:19,vcdpehgydzpqkczliecw
qfzwtorlliiohqiavwxy,POINT (77.9532052077223 87.3074675732333),POINT (66.9811379306202 21.4200205629712),2023-01-19-17:52:19,uunnvycjhpwcshyqfcka
vecqiiewwazojzevmtic,POINT (45.410166963664 94.9809021471393),POINT (12.6878064235697 76.9037641209867),2023-01-19-17:52:19,vgzzmhicyqbavgscoyip
uxkpkywthmiffrpjupwz,POINT (35.1943228895116 50.1486773606741),POINT (55.7175132514808 54.9288761028769),2023-01-19-17:52:19,wpdxqunmvsfqizhfkviu
acsgmhnlspxipqmkhwok,POINT (66.4523988855341 87.835297017472),POINT (25.2036155462156 78.6556598595564),2023-01-19-17:52:19,zmdelafxdfcbkgnryzif
xmzqjpzhtrnqpjrdkhjk,POINT (89.3059808596978 97.1491556123658),POINT (63.688334599136 59.3868664235145),2023-01-19-17:52:19,yqxezfslybrtiidlhkvv
xhiudpafbezoinhwodvs,POINT (72.515324054795 14.8429330739466),POINT (55.1030624688432 49.095087649763),2023-01-19-17:52:19,unkmnxkdiefsdbjhhuni
fupumvpyxzjbqqiybxuc,POINT (6.5755157528729 66.2779280306906),POINT (13.5396370319974 53.5842888810793),2023-01-19-17:52:19,vfdtvugruecropygnwlj
ygzpnxouvwlotjnwrvlj,POINT (79.4232570848641 13.1926323511426),POINT (54.5759978488597 69.3987110741805),2023-01-19-17:52:19,wcnnamtkmqdfkvtrklok
ogpkguriilhyjlhnnwpk,POINT (23.4957483704344 12.9569984395576),POINT (58.0585873021513 85.2953013654673),2023-01-19-17:52:19,bldqmyxvadczmdidtilx
axoyazsqbiazapaubqhs,POINT (88.535934415182 77.352192217835),POINT (91.0199564762391 62.5964675516224),2023-01-19-17:52:19,iektitengxjoqisznsqm
yiqgbtsyplrezzawafiu,POINT (27.9872803338826 34.4184216943751),POINT (79.3526764494924 35.5689285044667),2023-01-19-17:52:19,taptcqupltkbcpdzdebx
uulolpsvkyiaauurzphc,POINT (74.4577604914771 2.968179372883),POINT (24.3441723905741 98.9695086459278),2023-01-19-17:52:19,yjzdkvrfytqlleiqzspl
fiimuxdngumtpimeawov,POINT (60.7397520520221 24.2297203974242),POINT (53.3922821048561 46.7415672682045),2023-01-19-17:52:19,iyafjwzcgrcmyhdhztyd
wwuhstuyccemddbkogvg,POINT (38.0954987943514 74.6334868088508),POINT (42.4223801842654 27.6194030609809),2023-01-19-17:52:19,npznbmaroyjipmlkkrrw
xqoabybtqwbjrqefbknv,POINT (98.5262981401838 3.3967273071331),POINT (19.2667599739619 68.8389999890354),2023-01-19-17:52:19,qhmnnlpzyozvnrczhoqg
dilwdejguysfajkhkqis,POINT (68.4320757195181 59.4666388492494),POINT (68.2868312313948 86.9244420965965),2023-01-19-17:52:19,wphobsvfcbzbncoaxlte
vqlboxxebmjihbservkb,POINT (46.0061125430194 38.100821759251),POINT (44.738538967612 76.0081453662357),2023-01-19-17:52:19,hikomjtsknujxwyvkzre
qopxucczwxqbgjjbtylk,POINT (9.5768124201111 60.7109779138563),POINT (41.9210387020792 10.9669437360917),2023-01-19-17:52:19,zidodkryipgyrtjvvunm
rpbxjbdawdsnlbggyabf,POINT (95.7855559877402 69.0654292232472),POINT (44.2027090493082 82.647094397461),2023-01-19-17:52:19,xowswidnortcalfcyzyf
ujruxsmtcexbbvryjkkv,POINT (2.5073582325152 41.8837106471234),POINT (53.2774435595969 6.6491946167025),2023-01-19-17:52:19,kjzpijnbiyzhnmywabtv
lcogrfsgefcrsoghkysp,POINT (22.8587344436745 54.8463438158048),POINT (22.884387222324 28.0697046724296),2023-01-19-17:52:19,guuaycotldiobephvyau
kzzswnndbzbcgcsgxwif,POINT (41.8201669108439 90.0629615451453),POINT (41.4871232646466 14.9084092819795),2023-01-19-17:52:19,mdcdytphccaovmwirclg
ochrnbvacdrldpdntkeq,POINT (46.7874361738027 31.3891772116184),POINT (70.8956693392019 25.7060514651411),2023-01-19-17:52:19,hvrtbacbrlyhjrnawotw
jflvlbuzanowasumgdik,POINT (77.3568883207341 40.3454948316989),POINT (75.8946483414306 44.198160323863),2023-01-19-17:52:19,xwgjubddpkgdegvhwalu
iokfhejovyecwubhiprd,POINT (84.4471356844782 54.4374627974777),POINT (5.6068987396529 1.1283523963969),2023-01-19-17:52:19,strkldvolaftxtaksgmk
fqgapibccdyuisiqqmwj,POINT (98.8854779302729 1.6242791824666),POINT (2.545121007331 45.9226061552472),2023-01-19-17:52:19,sfzuptkctrnpehaikdjn
scsqwcvisujexxohiilm,POINT (75.9976783629762 8.0832863246349),POINT (98.6894065365389 70.1145934018299),2023-01-19-17:52:19,idkngblxnmhnlvrdlzpu
drmudffcxkvjawouanjv,POINT (36.7014693470468 48.3748002711353),POINT (48.4144397240895 93.3471221072737),2023-01-19-17:52:19,krinqwmrnbpbutcqarhb
ibohjsdwyyujxplmvpln,POINT (44.8133473159023 92.5136201112979),POINT (92.4873096837212 43.873648170832),2023-01-19-17:52:19,lqolcdcgixlnaumjzmtl
wovytgacovljusiflbmm,POINT (51.9398796253431 6.1401084690629),POINT (80.7560284499302 52.936909576676),2023-01-19-17:52:19,npjbmivouvcwnxvuuxyg
swuwprcbibhhzexruqqz,POINT (23.9784760067745 58.2457160731674),POINT (64.7547578483135 19.0882564173859),2023-01-19-17:52:19,gbfimutxdjzfqjjqfpwp
xqwlpufjilwberhukhva,POINT (64.7519001878281 69.9932978213274),POINT (29.4367009613599 84.7523506698597),2023-01-19-17:52:19,vpxhmvoewjdzzmwetiru
vslakswigjysasbutdlk,POINT (36.3472488559342 81.9912162299203),POINT (21.6923552452153 83.4449606857693),2023-01-19-17:52:19,yxlkpabiifvtadgohakx
rebxjmjhlmakevlraotw,POINT (21.2133231687681 31.0201823562714),POINT (6.7548315721755 59.4653987712639),2023-01-19-17:52:19,zllmmvlxdbfqzjqtuyqd
ukkamzgkfqsiboawwojj,POINT (72.1081429581203 16.8171142213599),POINT (37.8474622677333 35.317352849521),2023-01-19-17:52:19,uzxbdaehdjscxybfypcx
iaksiitqtljwsupmxnto,POINT (89.1393619397945 80.2117205755053),POINT (8.8043070992655 53.418707135724),2023-01-19-17:52:19,nxjcmeaipeadacqltqpz
sdodpmwtbhzfgmopgkdl,POINT (13.2805950541089 34.2416117915421),POINT (40.7159270642236 50.8068543624103),2023-01-19-17:52:19,rrnwaoewtquazqnluilq
wcordbidofexkqfuqszx,POINT (69.4691081517285 7.2447857650637),POINT (3.8345741308203 40.3272972747576),2023-01-19-17:52:19,krewtnxwysbjwmtfawoa
rdomgnaqrwbfvkdkevue,POINT (95.8999096509359 68.1889465505246),POINT (44.4230416058691 80.3637224906699),2023-01-19-17:52:19,krvtlotgmcbynptxjrbq
yakamavyxaldwhtggorh,POINT (89.830159092818 70.8564507908785),POINT (64.3810742527358 55.259316545527),2023-01-19-17:52:19,rpqszmvyqsshqmiavzjp
cahycryordqyzyfomrmq,POINT (69.6915873540294 32.133576863142),POINT (48.9219217699382 27.0831462660571),2023-01-19-17:52:19,lczjputbckyqoyaabkte
fxvydvnyrkedegqvvszr,POINT (44.7421349421787 61.2070475383554),POINT (49.2173216693755 14.9749349008604),2023-01-19-17:52:19,imchqewecxsscvwfzfpe
aoakvxobgpzwcnottrkr,POINT (45.6187191037146 47.0409173618394),POINT (65.991438200927 51.610172288683),2023-01-19-17:52:19,spzrcvkmgfqifljnjizx
vuyfopuoktoyogcddrpv,POINT (84.7443039455353 35.6578171227801),POINT (26.2599470275779 22.8177897971918),2023-01-19-17:52:19,fruvtqihxpgktnyxbgez
petwmdgfrslakbxuvtwb,POINT (71.7856022519277 7.6208283041658),POINT (85.7167059168031 87.4188640916518),2023-01-19-17:52:19,uobefgoitwenskognqka
xwepojgnbztgbrxchfvw,POINT (6.809599305336 80.4812334039997),POINT (8.1416344893607 15.6770272243936),2023-01-19-17:52:19,kpisxrenxjuxwsfexwsz
htzbzviunqrgzhxhagkb,POINT (46.4922213100328 60.5486637434268),POINT (77.8492110836544 81.3507990827362),2023-01-19-17:52:19,hkicxcsjsrqhettxwqln
qzxspxiltbselcqgblcr,POINT (85.2656559953287 45.4261531916474),POINT (20.7463441021112 39.6295766061139),2023-01-19-17:52:19,jeqguojpqwqozflcezdb
vemadbgbfxdaarelqodp,POINT (37.8734771405427 41.1787309785305),POINT (7.8378332087216 70.7133359335008),2023-01-19-17:52:19,wbnudekhihwiycwhmxcd
ahvzuhgmtusefspbdxra,POINT (33.918479664054 37.1526078343444),POINT (26.8340706178585 30.25374277611),2023-01-19-17:52:19,nlosbwooamcvaixmuapn
qacbndsgnvhkeplqohcd,POINT (16.8132090824042 92.5572313531585),POINT (42.6625241655984 77.574417788321),2023-01-19-17:52:19,ptsxlvbywsbgehfumivu
isfjgnzldcmvpxjjxgmx,POINT (23.8710118815016 45.2272438741934),POINT (14.9471992706814 9.3102842149768),2023-01-19-17:52:19,ajrzzltbxwfucbguygxj
azitulhwszolfluuwely,POINT (3.3585514677106 65.1430884236995),POINT (56.5076313130868 88.2293666736013),2023-01-19-17:52:19,pafsaujahpefgcjqpugv
nwnmulgtuqnhasybsntv,POINT (46.1302866049917 24.9786750911837),POINT (85.6422555629763 73.4127862616715),2023-01-19-17:52:19,lfzmtyoavbfxfgdguccn
rwoszrvlrpsbfxatwrzx,POINT (88.4490699166533 34.1013427473095),POINT (3.3683223582535 10.692309263127),2023-01-19-17:52:19,vjsswuxslfnhgxrmennj
ezydwlrxvspqswmdwkdb,POINT (6.4344121122665 97.9952022876329),POINT (98.5124993033375 39.2958526696982),2023-01-19-17:52:19,xyieacfvsyotswavdeln
jjzcyugamaopggblwlij,POINT (40.8329509883109 83.8333464965502),POINT (42.1225435947778 18.919866500893),2023-01-19-17:52:19,cbqzvvzybpnvqhiartit
hvimxchdsyvtmvirxzsi,POINT (86.6717520952806 86.1066818154646),POINT (95.4150923016442 83.4992669372034),2023-01-19-17:52:19,owryadidoxzldehhczyz
zqfywumwfqdsvvfkcedp,POINT (52.2802767251744 98.3087382209192),POINT (87.8641542430277 37.9755295978844),2023-01-19-17:52:19,kewkplnuhraowlactfmi
sgiebtotjppbsslxabbh,POINT (79.3744307251378 81.0600659043711),POINT (11.5985238392472 81.8566343728648),2023-01-19-17:52:19,oxrammmkxaarbvlickmb
jcaqxwkiaglomszbzdou,POINT (60.1158712869042 66.8682547779655),POINT (84.8652145867662 93.213363409388),2023-01-19-17:52:19,kzdyeiwjuxksqbqtzzzz
fxcckrpkqoiivknnvzxz,POINT (79.2728892542296 47.1111053723091),POINT (45.3534247302901 95.1853581619962),2023-01-19-17:52:19,dsdtaoupdeertwrcfklp
twwpckpwrgxryxywcxaq,POINT (43.4076783642259 39.1678553393049),POINT (75.2829860164832 86.5331285082697),2023-01-19-17:52:19,rhfrtoovqmffcwzgfxki
sdebrnaifhiqifnkwgwu,POINT (40.1702823224815 55.9941680885979),POINT (79.2059252448304 15.6327395259589),2023-01-19-17:52:19,ousgqeauxpxuidbwsbds
gxmfkmnqnglhirybayvv,POINT (10.750953049619 80.3661395654832),POINT (96.1235930064215 62.624227571703),2023-01-19-17:52:19,tlyinsocveetsdvuvhlb
jfmpqmpjgkexnnohtqxr,POINT (27.8057746706703 77.3745261859801),POINT (4.1172476471763 9.461069769483),2023-01-19-17:52:19,aafopailatabykyzuzoh
gxllbejiklycionrhqgf,POINT (81.1364062581128 32.6810265144196),POINT (74.4636674928152 68.6359682383085),2023-01-19-17:52:19,jvtjxiohicjbgcahusal
xyskupkyxdnvnwektham,POINT (14.0739545007384 26.8326578101705),POINT (79.2368949483426 45.2447124305393),2023-01-19-17:52:19,ikaugsziocwwcwurpnuf
frmgwavuwkdiblyrkhmp,POINT (95.4615738251331 43.7685747302963),POINT (50.0702545349154 7.3953179383131),2023-01-19-17:52:19,chhsatifuwzefmiaeeet
dooddtwujczdnrsmojsw,POINT (85.4123726119428 94.6274718595058),POINT (96.4644831038627 45.000160105486),2023-01-19-17:52:19,zaafumunrngevsululsc
wmprgbqrpdcjkjrjwhqw,POINT (69.8559560209534 59.5899424808133),POINT (57.0749306158442 85.4247692419545),2023-01-19-17:52:19,cbdnzmitloljdicsjdal
dhvngeayqqbvjxczifzc,POINT (2.3342138217381 2.1954771326017),POINT (54.1029783364984 79.6493894315865),2023-01-19-17:52:19,tgrxixivwtuzyefqrars
vtamaoubgrgqewttiely,POINT (33.8940910515612 33.2117022305211),POINT (4.6968005378017 89.9093787758554),2023-01-19-17:52:19,puybyihsycdkcasnydzg
iytvgckqtayinrkpubro,POINT (93.8965886621892 45.4695060304182),POINT (53.8506661250425 48.5753460777053),2023-01-19-17:52:19,pzlgtnzlbqzrlgjgduji
wngjfbdjtrziukiykyfb,POINT (53.3375957115194 98.6743014546025),POINT (22.100820831331 39.3756118186896),2023-01-19-17:52:19,klzsmtfsjqrrslceahjt
glibccjngqqxfkjbdudo,POINT (25.0525287945736 71.3985512186409),POINT (70.0253426074459 20.7696482145142),2023-01-19-17:52:19,aqjhcqwqvieywjsvrwzi
efuwqdsatcemzmxlimni,POINT (62.2689742914026 85.9355988343221),POINT (80.6847785981148 71.5346568781295),2023-01-19-17:52:19,drqzifsndfyjeoahfplc
egtwrhoqxgutgyztstct,POINT (22.0425262958247 10.8654937633886),POINT (8.589921312829 81.3273054007724),2023-01-19-17:52:19,kykdtccbozmutuogpvvz
kvwyosivtcfrvuquxpha,POINT (46.9451817397369 96.4091245596406),POINT (75.7500406089496 48.300679090705),2023-01-19-17:52:19,vopbdyxkwqxneipnyiyz
imosakogfeaqljylmkly,POINT (16.0822285575845 80.7623843303222),POINT (23.7066030294574 23.2215938225717),2023-01-19-17:52:19,jlyefgpizlwmicrobloy
oisdbpyyttokfgrifsfy,POINT (57.7070670353795 36.6928026333301),POINT (98.9788083176318 36.7958093927809),2023-01-19-17:52:19,sexxbzcawivcsxskfcgk
eomcqftyqfgprchuybav,POINT (79.60783568813 26.3368006645979),POINT (12.2900202270207 49.6081165519673),2023-01-19-17:52:19,wblpztbwwuhzkigedloo
tdoxjuevmtrrzbmfweaq,POINT (34.2963833548608 90.0469485622395),POINT (67.3542749576716 6.2089057659693),2023-01-19-17:52:19,aunbixdsjeqtnanytzrh
