region,origin_coord,destination_coord,datetime,datasource
skvdtazaezwujchoiyhn,POINT (62.0669299373225 21.191943095372),POINT (95.6373809171475 31.0174704998669),2023-01-19-17:51:03,gpstjcmxhmbwyjpksqvs
hfgrmabgcyjfuxuhapnf,POINT (70.2861967909224 7.7063558665573),POINT (47.5894707219956 76.1025826804574),2023-01-19-17:51:03,hdfjjxghfdnlqkookbcn
pueszxgmdcwrhtvdtosh,POINT (76.8494049523583 23.884232540951),POINT (59.2106637775064 18.9834757869153),2023-01-19-17:51:03,hxnbvcwdyxyfjuewscfv
yuvediofperbnsbwgfbs,POINT (38.7116167461015 53.0606706820305),POINT (65.5809490445669 8.3279574494693),2023-01-19-17:51:03,hoaodspzpphaeafhopwu
nouqtrhxtukyrrryauoz,POINT (2.9361887917025 80.5148556066165),POINT (23.3074552600708 27.2524811412743),2023-01-19-17:51:03,nukqozdyzhoiklmyzmxa
ziogjywhlceuijupgkxl,POINT (45.838459574614 4.8343674586153),POINT (33.1107550621753 90.5338614064066),2023-01-19-17:51:03,kedbdpiuhvvqhisihyar
tydnidlszrnoghvlkvos,POINT (69.3169631050511 61.8303449986552),POINT (39.5319081023033 14.8386838505321),2023-01-19-17:51:03,knsuoejrkatynimcyfqk
xgvherpakrdbmuwmkufa,POINT (1.1357137442553 83.1249330931408),POINT (11.68712657491 62.2985757434087),2023-01-19-17:51:03,qcgivxqsmrzrqzcvsyyk
gmpckcmxjyqvtpffzbyq,POINT (76.0110978959329 2.2915907606701),POINT (49.9296932299086 9.9070009398435),2023-01-19-17:51:03,iwgmeiekvautuavholmo
cujjoodalqyqsopwweso,POINT (8.2558032049211 66.2840621758983),POINT (65.6464676692983 32.9660251326382),2023-01-19-17:51:03,yqozlpggjnosaelcqaxv
irdsgsbvvcudwelbtolw,POINT (72.7769865000396 18.5976779403663),POINT (83.5695092716977 98.7627708957279),2023-01-19-17:51:03,noofvopnjmygpbxtobbo
wvglrvhltxxnlvhbmroi,POINT (93.2610607128838 75.275810945218),POINT (22.9640916581478 32.2652229558398),2023-01-19-17:51:03,urbgaqyuwugcegqoqqgh
lenrefadmcskjswzxvbp,POINT (75.6367641159647 58.0370747592863),POINT (25.8532164738379 59.5686988286927),2023-01-19-17:51:03,fanevapabkctdygduyld
blpdjxvqkudncnlcoule,POINT (20.3583000034329 75.4350199842093),POINT (45.2842336728274 54.9504817605225),2023-01-19-17:51:03,bnfoqfrnooejtnwrhquy
dcwlxzzfbdlfnxqibbnk,POINT (87.3044430501044 63.1376736365267),POINT (69.2110908010404 57.5415032829752),2023-01-19-17:51:03,tcmbqhzjzcszwkmqamtb
jrqmhtlfkrsugjxrlwub,POINT (61.1381238440728 96.9744980903064),POINT (52.5680770680198 41.8052097033022),2023-01-19-17:51:03,klahbedprofoehjluobf
dohghtyzaargdbnvmlfj,POINT (22.0255271315423 56.0876686155834),POINT (48.4294919082366 62.0255804148472),2023-01-19-17:51:03,fudtszkmvrrbgogdncyj
furdgaatfqloifbgotmp,POINT (24.9748752149747 3.9045073718893),POINT (32.0994224175502 30.7349693002949),2023-01-19-17:51:03,kvckrcboezmuzyciaffu
kubhhjdwwbhjbyktknij,POINT (6.392126520912 33.9667054641253),POINT (39.4474861998576 12.1702003499537),2023-01-19-17:51:03,rkwpflbumsguinejvrvu
tlebjclfruerbdkjcesl,POINT (84.034129172036 28.0863883716619),POINT (72.65380603108 95.5180171382802),2023-01-19-17:51:03,fcipknsffyggvwjtvdid
btafvnqyxjepmkideqqe,POINT (10.5199913264823 16.6828861248179),POINT (68.0640713244422 40.8468732051223),2023-01-19-17:51:03,ugxnabywdmuaomeqrjms
hpbphvhygfjtazepagcn,POINT (26.3387896344868 54.6852432752038),POINT (52.5791312159801 56.6752570767759),2023-01-19-17:51:03,koxhsxbwzheijkqxkwlj
lrioepcygflfnnbuefrp,POINT (11.2340003007541 17.4671852097989),POINT (31.6237848947938 47.7418573782354),2023-01-19-17:51:03,iuuxkfefbgmctgetfvgm
feofubyaiwxjsmzikdpa,POINT (2.5472278486255 65.4254881906618),POINT (40.2113110350173 72.3873246858194),2023-01-19-17:51:03,ndppkbxndvqulbalmnqu
yafbbcwoaxccabsnqhai,POINT (63.2876341786273 83.1723903283949),POINT (72.2584675800741 23.4558342961075),2023-01-19-17:51:03,rvhrdvcwstcjqhewglar
ojwwlalfseuorwoubnsh,POINT (25.3427565027468 4.4646577321132),POINT (13.0835944006592 46.4974633648464),2023-01-19-17:51:03,aofgtnkavxrenbwfmdxu
hndzddfozzbmxldrsqpz,POINT (28.573968959136 53.3867811936339),POINT (86.6725969257816 33.5991349365991),2023-01-19-17:51:03,mvhrliyfsguoasqejvhi
tekltineacrikszplzat,POINT (74.9347936276782 45.7696240588352),POINT (3.6613270106422 87.2748896542787),2023-01-19-17:51:03,vqkstcnhwjdipcrcaucb
luofdxxggvvszyswvjzt,POINT (74.7101978138118 68.7174690890823),POINT (67.6791324823646 81.7579631662439),2023-01-19-17:51:03,drmqbzjufbmpwqtvkpfh
ocrzfdolciycrmakplge,POINT (57.4074030991181 26.7288790009838),POINT (65.6754795885366 51.8873814349389),2023-01-19-17:51:03,uyceahiuccvvauzcikxp
iilquwupitxxsoikrvfx,POINT (61.935656806157 65.5318217169166),POINT (61.9846049204709 91.7627500466851),2023-01-19-17:51:03,ufebqajmbtxesksffgyq
pbpxbbyqaxglgmtrakas,POINT (56.6770511227418 26.9352913173147),POINT (5.468386406221 65.4685761752281),2023-01-19-17:51:03,uchsmraxmzakwgtuerrx
zeizubujawwneghilwtj,POINT (63.2105870856631 64.826482163685),POINT (63.3466043145938 18.9495808846701),2023-01-19-17:51:03,bzbudpetkdpzhkcmfexn
pswuzoahlxiyhkbtfhxo,POINT (40.7907438230407 61.1518207196467),POINT (88.6390682527588 37.0635274238877),2023-01-19-17:51:03,lgopopcxzfzvlairrjsw
gsgntlxvlmbslhqksaxy,POINT (89.4475002409418 59.6508151786976),POINT (20.707940378683 66.9194497188103),2023-01-19-17:51:03,vsoigcdfkfumjuvtmgda
vkujvphrbmjoathzbzhc,POINT (13.068888574813 11.8060128518055),POINT (98.9528298113033 89.7118662361614),2023-01-19-17:51:03,boebucwfcbouvwjovmnx
zdcertecrgwsdumtyprd,POINT (91.8390073471677 12.9845285047249),POINT (69.5810980840323 95.0441620627305),2023-01-19-17:51:03,glniwagztjmysnvlcqwz
uodizlzfsgtyoodxlplu,POINT (7.5840164272064 21.0115178855991),POINT (90.5667376194361 65.8824329367497),2023-01-19-17:51:03,reatrkirabiptvnbomek
eiydqlyoymnqoxvswzhd,POINT (77.7362603812309 81.5611475273847),POINT (5.585458747108 25.3215824982268),2023-01-19-17:51:03,emlygfulfbdhthitrwdt
tmbhzvrgdvudmtcscvxv,POINT (66.82787318072 26.1701715345595),POINT (80.9994554821095 89.8240989019789),2023-01-19-17:51:03,nkqsulcermvjhqbiixoa
gmmcbwbwigdwogxcytar,POINT (85.7045101781731 60.412707912288),POINT (69.9737629267039 77.7854837208124),2023-01-19-17:51:03,duityffwztqiwykjbqyc
wvsbwehcdjewifxnwofg,POINT (23.3398722187933 3.525363903463),POINT (87.018742341733 84.6990837708031),2023-01-19-17:51:03,cxeygzotkgzhqjvkagal
etslwiefhcrkrekfoaex,POINT (10.1151513042997 81.7990297718211),POINT (8.9243247830707 13.9281216279782),2023-01-19-17:51:03,lexsbojldoskywivflst
pygjjukcdorxdozddfge,POINT (29.5904472503492 11.4140105060769),POINT (64.6719701330246 12.4080016146961),2023-01-19-17:51:03,gopzekouwdqlukvgbchf
fgaaqlzhkgontqblajki,POINT (50.2710648260152 74.0043776380499),POINT (4.2716492389298 9.3087361553195),2023-01-19-17:51:03,niyaapcmvkijcddgtkrw
dcmcuimqkaozoorybniq,POINT (68.2087882110284 51.9440324160784),POINT (58.7674227316067 84.4580405076191),2023-01-19-17:51:03,xsigdrxrhfrdalnzbbod
tgaefhffqeqbhqilpfzf,POINT (58.0972864701135 87.5550584402275),POINT (79.4728626389505 75.0203037458472),2023-01-19-17:51:03,wtdlrdteulqkldjnjuzz
hghpmxtgfrtfqxclldqc,POINT (66.4082085159298 86.348440624461),POINT (52.486896608418 93.3379837086123),2023-01-19-17:51:03,lybcxdijcxbqikxrjwux
tgdgidauoblyiiwaslrg,POINT (38.4465449336878 20.5381990127113),POINT (76.5300476623567 25.6175165659185),2023-01-19-17:51:03,wzniawogtyedcitfjsyb
jnvcbnqftswumdjgfzrq,POINT (57.9458976478509 49.9813808905804),POINT (1.8221995109833 80.9525251008956),2023-01-19-17:51:03,ptkyjrikokkybzuspyph
cybnyixyykjlwbrubcrc,POINT (50.5125085177035 21.0438110487534),POINT (26.1216049627993 35.4922558881343),2023-01-19-17:51:03,rwbitgoehabiurefnexg
rkbductmwznfjaezeuza,POINT (80.5172046893003 47.0521642712962),POINT (72.9045646147167 65.4115324238018),2023-01-19-17:51:03,kniwyxaluipwxbkbarxx
iehkhktxfnmeliworvjc,POINT (17.5043853602071 64.0876711436631),POINT (9.363359194897 60.7109737336088),2023-01-19-17:51:03,hwjyozmjkspzxkbbgvnv
rwbtkwzqccjfnjyepbwg,POINT (74.1399512499687 81.9511235001371),POINT (94.931804674902 43.20881213939),2023-01-19-17:51:03,tfffcxnsbiqeorlyvpqv
gfdurmwkubadrryldgrs,POINT (53.9462553451775 85.9296298869861),POINT (92.6579996981926 42.6210554212247),2023-01-19-17:51:03,ytzvxcqcigmhhzlvfstx
bxicfngsjfqbppitrizx,POINT (86.0300361301274 3.6854006452067),POINT (53.1398213685521 74.8359977167548),2023-01-19-17:51:03,pvasqfuvlghubgmsytbr
cxldblclcajlqolemdxo,POINT (44.6261239109401 59.9143395332127),POINT (24.6521310937621 14.315352642887),2023-01-19-17:51:03,jdmdjdnbcczolwudgevy
amaloaezvzdnizxoppls,POINT (15.3777967324001 32.9943052067461),POINT (48.8321684550418 38.9587485031738),2023-01-19-17:51:03,mvismvuarlqchzlkbkzx
qpewruxuzlptmyzimhcg,POINT (14.8465799875493 61.8588366322535),POINT (56.3472183430349 60.8902568841889),2023-01-19-17:51:03,toyhlxurukbxbzbnyrpe
sifcyjkekagnftiuarrs,POINT (43.4578693639457 54.2490546206327),POINT (62.9418169898179 46.1397605786924),2023-01-19-17:51:03,fppvwpsdosmbdbvflhsn
weoiauexqputxgwcrraw,POINT (70.646450453145 59.4626093170465),POINT (36.0628530179296 16.8063785466507),2023-01-19-17:51:03,usabnknffmytgrpoiesl
vfnksmmcixvoavhuomnf,POINT (67.0254470363432 54.3096833931641),POINT (47.4385387872076 25.6788454948641),2023-01-19-17:51:03,umbjztvgwskjddpxstnn
hopupkzfxjqutvqizudu,POINT (52.381958657408 44.3948164506305),POINT (58.2396004280804 25.4686391452018),2023-01-19-17:51:03,kecrogfeatxpzkxmcjkc
prmhsbyjmfgyoswajvye,POINT (69.0559384597279 93.1069152017432),POINT (86.8095176569373 13.7456993147777),2023-01-19-17:51:03,hidyuykudpkinmcrwwzw
hwcqtqpykbqsvitejvgt,POINT (66.659620219681 2.4315292205078),POINT (90.3056105354158 2.2160236896016),2023-01-19-17:51:03,eqojtxndclmpclamlvsf
sfeactemkgsrmznrenyl,POINT (87.4508874741245 25.5968566870033),POINT (26.6357848300106 90.5628883996535),2023-01-19-17:51:03,mbqhewyjsofnwyraxqbx
tsezszoevyzrricmqpoa,POINT (60.3894792468657 95.7735794775063),POINT (76.7052199523057 1.9483314348769),2023-01-19-17:51:03,oiwmpzwcrbfkshmoasee
ogkpvczeooniodfkvqma,POINT (85.7070579147349 46.790396249948),POINT (40.9815099100684 58.2595870502564),2023-01-19-17:51:03,gfeqbpvfacmnxlofyrnd
mrsybqswkomqjbrmrrha,POINT (16.8453930347497 28.4746396631999),POINT (7.9123813377613 95.183896782609),2023-01-19-17:51:03,wydgzjecthoiifabtbpw
gsxyndioeekntqhaaezf,POINT (80.9719481105279 36.0680184838091),POINT (89.1743707338757 93.0121649170143),2023-01-19-17:51:03,nlsjoamziurgqyysnlrk
xvbkvrvuuhhcgeojqkas,POINT (1.9625380326034 72.9638857841676),POINT (95.6382499037308 97.1848478972079),2023-01-19-17:51:03,xchfiikiibuznpmgigcz
ynojmcltxulrqkrcwmoy,POINT (19.0196006096989 71.0782897528436),POINT (36.3492227985932 2.3731817541192),2023-01-19-17:51:03,fiatsxmwmwyzfzmufeue
xwqqsoorriybtaerfkpr,POINT (53.9274700481896 72.7314318822038),POINT (83.6863039485089 22.7475323580256),2023-01-19-17:51:03,ktdlhcjovwtqkbygphsh
meazxkbflgsbbukfcvvb,POINT (36.0730167239977 34.1704875323145),POINT (12.784872756118 88.7968120687243),2023-01-19-17:51:03,crkzaewawnrmztuofxpv
qcreuwplnwmykhcoujxr,POINT (90.4836524396675 34.6456853315229),POINT (82.4729025970575 87.7918407399162),2023-01-19-17:51:03,emqwryfzisnkhuthonzo
xvemgsvmzstojbocqabk,POINT (88.2951800673321 9.3852098031689),POINT (85.122397226697 16.604574298641),2023-01-19-17:51:03,wtkgaxqilseqevladfef
ihxheplnkfygosabjxvp,POINT (67.9637128857853 41.2833285452382),POINT (27.724342527716 75.5376582297358),2023-01-19-17:51:03,ergocemiqnooyycsjiuy
glkfrriuchzwivuyxqxc,POINT (51.5969638802171 49.6938069499214),POINT (72.7718870635631 51.7783365227842),2023-01-19-17:51:03,zcduimyozvniqqugcyzk
ojghkpxfjavebsnojsqp,POINT (95.4994279642778 25.0452085600185),POINT (95.6840334431948 28.7004501992896),2023-01-19-17:51:03,gngpoqhbaldnjhkdznnp
bozzouccbfhnohazqmdv,POINT (50.8638474559255 5.2867049387992),POINT (27.7172076172255 7.460966679372),2023-01-19-17:51:03,nibylqjvyuwdwgmzyfau
qfkivlectpzdxqkodjdy,POINT (57.2354310688383 32.685410818747),POINT (61.5347327843042 53.3391980607706),2023-01-19-17:51:03,aovdfydmxyggccnfcilc
pvlkcwwsojyjaoqcgvgw,POINT (85.213622851008 66.3678343215571),POINT (75.0676006850818 63.9664199694531),2023-01-19-17:51:03,fxdloypbdociusvjkudb
amzqqpnbeincojkytpuk,POINT (43.7564754509011 42.6201346822187),POINT (8.0896972826371 34.221485023786),2023-01-19-17:51:03,pibqmfbocznoqugjxmhq
ibojowzcpnogkcukmdsj,POINT (6.250919960113 20.5191952521238),POINT (21.1457975325334 77.1875664680426),2023-01-19-17:51:03,iuwqctctqvwjpmndrurq
daztzmevukdexxgczgtp,POINT (65.3009624443873 45.1637442272127),POINT (39.6579010357053 25.4249875694155),2023-01-19-17:51:03,bmqjvgupdvcnrxlueuix
refgwuivprutuivtayro,POINT (13.2955487573006 2.7155780248757),POINT (45.5413838547888 90.8802005822767),2023-01-19-17:51:03,brebhdfhwckjbpfmclfn
zjhpuaeikqigbxhdekzm,POINT (47.363871456876 52.9519379051551),POINT (34.5725429595888 27.5318691045404),2023-01-19-17:51:03,zfgzbqmkxwfikhffngvp
uwbxelfrypskaiuhkamn,POINT (33.1101772208307 79.3525274664845),POINT (65.12418351437 50.9315673660576),2023-01-19-17:51:03,qntwoxswugzlqvhodfvg
vfbaoiisgnqdkpxvawjw,POINT (16.1896557039635 54.7983470626035),POINT (9.2362564374548 85.8744986827304),2023-01-19-17:51:03,lvsjvknnhjkluwifyefg
welzmwghsfxdhkvzmnzt,POINT (56.3545153829033 72.7437334378877),POINT (97.9048520866701 5.327299571539),2023-01-19-17:51:03,ffqvccrolgkabntibfco
flkzzdrpunyyrkglqzws,POINT (84.1403039167223 83.5220491072596),POINT (81.1990695222591 2.3601079191457),2023-01-19-17:51:03,yzdidsjyinpjpetahwjl
fuevwtowdkjgrvarirbi,POINT (52.4146802972795 76.5908401539862),POINT (74.0488965010478 30.7257263078248),2023-01-19-17:51:03,skpnwrwodxslbgrsbtcz
bfgoznogmrwdcjelwsrt,POINT (46.5021865237841 45.1973199737258),POINT (38.2025666344284 37.3901132683161),2023-01-19-17:51:03,nhyljldihquivbwzsjeh
kihxitbpbluibjqadfvo,POINT (32.2241905949972 48.871593091103),POINT (70.4411207715132 28.3466052464721),2023-01-19-17:51:03,csschkdzbgdiueztfzzr
cxihcihiktzyfgkrvrkc,POINT (84.2751321074952 87.7253268137329),POINT (53.0459057454535 73.47209052421),2023-01-19-17:51:03,ubntrxwholhkhxjxygpo
dblpozhymoqktvwldmrq,POINT (79.183590895431 25.54808611503),POINT (51.1896839237635 92.9557787429866),2023-01-19-17:51:03,wroniznpsbbovcpjedfv
uytdweetjcujqshkjywu,POINT (21.865611036248 80.6093062865632),POINT (2.3862156489127 40.2126327132981),2023-01-19-17:51:03,bdajtqnawngrfzumemit
xawcvkmcqrbnhcpqacyw,POINT (48.9160224392115 1.9782873105469),POINT (30.5684716473413 15.6919614041758),2023-01-19-17:51:03,tderurhfmecentgqyzrf
yyvfintklqyrfyeyauwk,POINT (94.4511740419106 42.2511201876415),POINT (81.2933251607591 80.5963937083475),2023-01-19-17:51:03,fbdluduuzcjvucfaywxj
goaipcwnyhdqnoheazug,POINT (13.6625425239715 37.5525947057598),POINT (55.629915008461 84.2171333907776),2023-01-19-17:51:03,bolunnttbriaiiqlgqas
tjeiyweqibhwoejgilxr,POINT (2.3662533222678 77.0071404246746),POINT (20.8855057904731 32.0226720909519),2023-01-19-17:51:03,ktzskyzupraroxhcqtxd
hrvwzizxsxroyyheahvi,POINT (59.5064610986768 8.3752863595188),POINT (32.0073317816234 46.4389015218547),2023-01-19-17:51:03,chxtminwgsaaazmvaguq
nzecvwpsatkcvfdfwzle,POINT (10.5471761329442 33.6400997490134),POINT (67.8534664220412 34.2847747674586),2023-01-19-17:51:03,ckolkvqzswuvveqfglgv
thuacemzioluiyfybvlj,POINT (23.722365740036 41.0587095137132),POINT (44.6460319423294 11.4172824480591),2023-01-19-17:51:03,yruriacgbcmyqctheaom
ehgluwsnvwcqkqdbwrjo,POINT (58.3702382934065 48.6008961208217),POINT (46.2989563733551 75.910910178398),2023-01-19-17:51:03,nutkhwtfyypcbtpyroqz
fxbarrmnomeffcqeqqgx,POINT (3.8543059630686 32.8645001568258),POINT (59.2913227246611 45.4000254819586),2023-01-19-17:51:03,oqhulevnacntrdoqlkjh
vzxlagbbeafiburibfgs,POINT (12.9596095101416 7.9764714989148),POINT (51.1323351650308 94.1709532154522),2023-01-19-17:51:03,nmscvszetahdeoorqpts
aboohnmnpwmuevtignzn,POINT (31.1277220370972 26.222318921793),POINT (22.0607688489479 8.7092225221393),2023-01-19-17:51:03,bbqprrnteuixkrnjjuwf
tcpqunnaylfhdkuhljgv,POINT (86.814672202549 23.6336591137752),POINT (24.9492003969573 7.0535164394165),2023-01-19-17:51:03,nguwbfeabwovutbkqaie
skgldsgiduzswvphfcyi,POINT (45.3284622501658 97.1175569246193),POINT (72.0913952616536 55.1490278729385),2023-01-19-17:51:03,vutqlqsgqnbmjimwntma
gdyteykwdtmrmhytvuqf,POINT (38.7099237321105 49.7016044382267),POINT (63.5435619737606 21.5438169049721),2023-01-19-17:51:03,jbmtqnhtehrrvlvkzimh
cpkxojbcbredniqbrqie,POINT (3.0517198131945 19.2869414713813),POINT (42.6831139293771 98.3459770574425),2023-01-19-17:51:03,xujvptjhyrnibfcsscfg
kewbqaksozkbdpxrxfti,POINT (48.0083273075023 22.301927573738),POINT (19.4641337067934 87.1561972150344),2023-01-19-17:51:03,krttjhwqeljagjsxurhk
lpabffljriuecmhqtoqi,POINT (75.5956426135432 89.8903555132091),POINT (29.0862665412446 62.7621054873578),2023-01-19-17:51:03,zeedexfiqlihopvtidek
drzkdmzmgfdynpgiyfar,POINT (55.1996129674614 73.9284115896103),POINT (93.5122509952842 12.0249561434867),2023-01-19-17:51:03,mysrfkhwxfeqzsdtwmyy
bszdsnvzbntkdgpjrdgw,POINT (91.6386403451001 51.3891305510357),POINT (83.8041989614014 86.9399653616426),2023-01-19-17:51:03,sgbvpdehzrejevtptsgd
yfoyalmtxfdklfpwffkc,POINT (62.807841861477 93.3987094136081),POINT (71.6340102793935 24.2777555815213),2023-01-19-17:51:03,wutylhnbqjxvywvkszqv
yxbenfatxupgywuottek,POINT (47.8831369378768 53.706753662098),POINT (75.9992238886808 16.1898407545428),2023-01-19-17:51:03,kzkopfmrneeowfdknxuf
kknlmfsyqagjqhfyqhye,POINT (60.6525463090951 13.6246433131301),POINT (80.3958248085548 98.9328064551131),2023-01-19-17:51:03,jblaqrfdlqucanpcbwhg
vjetctzpobtbofivmktc,POINT (18.7009666217521 26.1043254819525),POINT (23.786926558692 20.7270917234885),2023-01-19-17:51:03,ogyunhrspkiyfdlmxcws
yhpsrfhignbhpayeeiap,POINT (41.0254834317346 27.469852801068),POINT (63.9279449601253 20.9527201042338),2023-01-19-17:51:03,hrvynstvppzwipbmiicj
jqbutqabiadqyprlxbvu,POINT (25.6131246318552 24.6186217702306),POINT (5.4309410788728 53.4476869273987),2023-01-19-17:51:03,sovovjcgfkjdcrgjybje
ufnlgoqtoqffbqyxrwpb,POINT (49.4511075750539 27.0570757659685),POINT (72.2035658254086 11.3582721327397),2023-01-19-17:51:03,ukvrmtnpnurxovnoigig
dlyiqxirwxliludamjwu,POINT (73.3115838599716 27.1856365178103),POINT (9.0733544237432 25.0694386037343),2023-01-19-17:51:03,tnpdykujqeohdojnusbb
sjksyplvixwequcnucqz,POINT (5.6302905106653 3.6724651497195),POINT (95.7488657972621 80.2980061841359),2023-01-19-17:51:03,gswtqhwgetpkohozuaxu
msisgwudwxpmcpolbkyo,POINT (2.1435758546396 48.1039351608173),POINT (7.7680870473668 48.9365754353935),2023-01-19-17:51:03,pnusmbicfqibaqqbmfmu
rvgilsctzhrvbcrrihpp,POINT (35.124456002753 37.5167357494106),POINT (91.740702799414 53.3969157840354),2023-01-19-17:51:03,wzwyfybochhkhhjptjvq
nexgdeynrjeakdqzexhn,POINT (50.4781625570423 71.0681217594049),POINT (87.579727104994 39.6683119277784),2023-01-19-17:51:03,fvfibsgiblfjkmdgnjru
jaxofbxdnxynoqwooflw,POINT (59.95712622442 27.2170856965043),POINT (82.3326536034919 68.1252797606695),2023-01-19-17:51:03,izgstcmoqgvrqkyqxwsu
gejvarzqqqcmcdtsntth,POINT (10.764736157065 12.1126935017678),POINT (98.4459547809324 26.925949290385),2023-01-19-17:51:03,acradzfbqsfdyyjtnszh
lqofrxmbahbtrgtqzdjv,POINT (56.3271822113788 21.3895955541956),POINT (68.5703476625621 1.911118497555),2023-01-19-17:51:03,ebuljjackllsiipfannk
oszdpqzwdtklykqbabqv,POINT (43.7001337718772 68.1658291659497),POINT (70.064261418917 77.7153731328965),2023-01-19-17:51:03,otdionbildgsdozjikwh
okeeitxdflbgztwoztgy,POINT (82.1869136314523 14.4112477537408),POINT (60.0472796292752 10.4171665080989),2023-01-19-17:51:03,gqmkjylushxqfgcfdodb
mxvfayroffleiombgxeo,POINT (4.7659955173424 11.0715576873709),POINT (9.5949063397896 86.8778612883231),2023-01-19-17:51:03,gbeahhicstsdnzkczyji
voswhxsrtgovyitfrtzb,POINT (94.6164563350098 27.5967579814354),POINT (62.5374020502786 82.978178982628),2023-01-19-17:51:03,lemehchcrrxicvundhxa
vkzafqcmdxocjmrrqvjj,POINT (50.4732780939089 89.6823698212074),POINT (37.2097482034059 61.5003987327456),2023-01-19-17:51:03,jkuwbyvvtipvkefctxzx
upicwsskijzyjepwqvpa,POINT (63.5162398322515 28.9467998542271),POINT (42.1158756660459 96.0449129214743),2023-01-19-17:51:03,lwstaogcmlezqgjdtkzp
ksfrfxckrxmapksjvzvc,POINT (39.5422747880242 74.6762047400405),POINT (40.5115091006636 43.0448630728678),2023-01-19-17:51:03,gltmbasthllehlkokdsi
ulqtqurfnemrcrhazjsc,POINT (69.020766974736 98.3905827905915),POINT (90.1114840306589 52.9510351115757),2023-01-19-17:51:03,lrwqntmqwecaizaqkkiz
cqejsgxdshlrqxuygjlg,POINT (38.5524879817718 79.8285171825086),POINT (74.3139803459911 38.6538421271336),2023-01-19-17:51:03,ijmhkjmvugmvradcsevl
qkmnbmahqsmgsqiagmqx,POINT (76.68363544582 28.9269237652105),POINT (34.6071854305201 69.8375494435604),2023-01-19-17:51:03,iprcwtwwgdedcfbikhix
tquubynfkernoadcikbu,POINT (68.5911868519302 54.6116529046013),POINT (67.4806920434129 16.2406355542062),2023-01-19-17:51:03,llbjbpwprnwfqsvsrfer
pmviehpowcmpbwjaqzro,POINT (52.3672063115868 71.591327615902),POINT (15.7258988356514 74.962239959359),2023-01-19-17:51:03,umsackmygwsptrwtbqbp
nizudnugztujdnxbfxcy,POINT (9.9357165181423 66.1184632531199),POINT (16.5179177798258 70.9571395935503),2023-01-19-17:51:03,qkszggxbofdzqaazqbmy
uuijhumlnalqvlaypmte,POINT (82.5730421010697 3.343616917246),POINT (69.7184327577571 44.1428854414326),2023-01-19-17:51:03,fymoitsbbwqzcnqrizug
blrksnvcebrdhnkezarx,POINT (52.253152898236 61.381481181125),POINT (88.9490931400584 55.8717667605854),2023-01-19-17:51:03,jgcmulfgctzxjtiysxec
udjsykjfekmlssttbadr,POINT (40.7626483151637 14.9320449175298),POINT (85.0731207105404 87.0539999997508),2023-01-19-17:51:03,oakamdqgpjxtnhrkuzzt
wwhhcnbkxhdpqdsmyeuj,POINT (35.4878053678443 87.8837844055404),POINT (32.5027408635442 93.4308540931984),2023-01-19-17:51:03,algrrujzaxamzajqdlbj
hvvftfagklzqgvlwaxql,POINT (57.3190660670482 79.0984363868079),POINT (6.6973699026006 40.9863953586656),2023-01-19-17:51:03,extuahtdcaqwyopasukw
nfiafqaociwepofgodzq,POINT (55.0595582408734 71.6576429606257),POINT (83.7321059552742 41.9610026152958),2023-01-19-17:51:03,mlktlgiatssqjlnowgbo
ulgefpchcpdqdcfdprnx,POINT (43.3784973384305 81.8794165429021),POINT (79.7392649983863 32.411381536079),2023-01-19-17:51:03,fihojwickmnvurpjdwfk
achpgawojgxgeynkgxqa,POINT (27.7668828445897 90.3517984252753),POINT (26.4573391009785 4.3176709092038),2023-01-19-17:51:03,lokvbwrtxvsfhwpfpycj
sqvwnfaxpryhxwlhgoje,POINT (87.4442453644496 39.9789298790818),POINT (15.5975857923058 81.3197561675286),2023-01-19-17:51:03,shhmuytydklxkkedwyqe
taeabhjhwsddnfvppgxy,POINT (23.4233149093529 79.3341243771522),POINT (98.6348860262325 26.0491850915285),2023-01-19-17:51:03,cglvdfvyylnhiegglypt
igoqvxpenexccayjdqtd,POINT (5.8756828598822 54.2876867510981),POINT (78.0036639791924 78.3213297611195),2023-01-19-17:51:03,vzyjwivbthkgmsosnnhx
ixtbhkdsozsfkobkdwml,POINT (29.2900769840786 19.0949279309112),POINT (30.14310132755 69.1818724834905),2023-01-19-17:51:03,tetkntkeyedamllmeyqj
hyhfvaixmuvvhvljbryw,POINT (61.4513062715693 56.1729979443226),POINT (8.0427245630901 95.5375474175123),2023-01-19-17:51:03,fymoxiavymffwkkbjsuk
gdjdcfkxbvebuxmfssvn,POINT (7.7582810368425 49.8762902996859),POINT (5.7880680115985 79.3284236485407),2023-01-19-17:51:03,wbtzwzhskexdhxidxmci
emqyuueygfkhlazzqzaa,POINT (61.6692905157215 55.3940310893572),POINT (32.3736860301398 89.7236720126828),2023-01-19-17:51:03,geahkmuaxljwlmgxllct
rpotbzrennufyddavzbm,POINT (62.794384027625 41.479298040131),POINT (44.7634213189359 89.3933938851526),2023-01-19-17:51:03,isoaarxorgnsdlmizxwh
oalkbtxojgzvsfcprtwg,POINT (35.5253161509786 86.3426363740212),POINT (53.0811298109731 9.8054636870168),2023-01-19-17:51:03,ypbgcihmjiksjbzhhygn
hczevqbqnewuylywivsm,POINT (90.4752436978414 89.9331491568418),POINT (10.6136813340581 29.107807370901),2023-01-19-17:51:03,xhixnylxaughrsjiwedv
