region,origin_coord,destination_coord,datetime,datasource
numxwitkatzsjzxwjyhy,POINT (59.5703507264092 27.1508631608326),POINT (21.1232025471083 95.8261049304698),2023-01-19-17:49:55,waxhnnhbkhpkqwzpmhih
trpfjsfptrtqizveqwhv,POINT (75.1219182773289 20.8505199862762),POINT (56.9709860089468 71.2126073689209),2023-01-19-17:49:55,qsbrxanrzqsisaadippw
conkvhmfpvlmaxiallph,POINT (49.7718735142995 77.2894637434519),POINT (65.9581013865775 33.8487850731092),2023-01-19-17:49:55,dltmgbisgvalmmpshdqr
hwdoewxdoarzmsrovyua,POINT (97.8180566808125 19.2225473216106),POINT (20.7475170606036 26.511506039826),2023-01-19-17:49:55,vsztguklhkowbsxlknqd
kmbxeneetmvrnrgrxxfe,POINT (6.5293162008542 12.4814324466443),POINT (68.0965664978937 39.7006672877245),2023-01-19-17:49:55,qyiowdbwealekrmdriit
vfhybgdarawnihqrkrqk,POINT (4.5095591511465 66.9296917531941),POINT (69.1536541290124 63.1226384853084),2023-01-19-17:49:55,auleaiqoshfpxifzovor
hafpvyhysgqeozwqwuic,POINT (75.0315211575672 7.3114448620387),POINT (21.2909054645446 25.3668508004412),2023-01-19-17:49:55,vbvjnejccgehkvrvyelv
fkbiujhktkrgfaecgljy,POINT (25.7239117338336 53.9937317054553),POINT (73.3342234289486 43.4667822822614),2023-01-19-17:49:55,lykkdlnyxmhzfyfrofvr
ffqrhhrdubmwmvvlwlkm,POINT (18.5832468768823 60.8244648338179),POINT (85.1698133208496 67.9940535981945),2023-01-19-17:49:55,jurialhabtiasjurcbto
magbsnjtlubkektiybqz,POINT (79.4647469444873 75.2237893463017),POINT (31.9088362419952 88.4176716339832),2023-01-19-17:49:55,nqlsnendlvkqozsuoddh
sjutgfoaqhfyubmxivfn,POINT (17.3288338452452 57.2208812889731),POINT (26.5216554686092 92.668835110138),2023-01-19-17:49:55,uxsagzqjzwpkbmaepvjk
eilfxioozbwqblpnilkt,POINT (62.8004899730566 2.6103529676435),POINT (37.1344219029583 94.9680972849008),2023-01-19-17:49:55,saleljoybcqbndnnmzag
fizrnuklptmpnukzotaj,POINT (78.0855433396446 54.0809767168492),POINT (16.207165878002 41.1488017748197),2023-01-19-17:49:55,nhiazwwjzibqaldxgkml
sfagwnqvslpkhrkntycw,POINT (22.9021508639349 12.5334212146346),POINT (19.7032841500294 92.9256780767016),2023-01-19-17:49:55,gkvxfwdqiijlkmaauqym
blnmscxrawepocwzzpfc,POINT (70.3815657786683 57.3996098791191),POINT (90.1917154909523 10.4905736682054),2023-01-19-17:49:55,vzbgzhotpncshdlycquo
xttbllgtccaoyaetftrk,POINT (8.3967223114689 1.0625759551355),POINT (83.5789238388999 79.016495308538),2023-01-19-17:49:55,mhuqjdgqxmyhsvnksktj
jffqrpvvsnzicbukifcz,POINT (1.3508341818594 35.4000807487937),POINT (34.2321627104407 3.5384363954086),2023-01-19-17:49:55,zwqflxpwxhxiayudgvbc
mwcgtpixyfefzcizzqte,POINT (19.755298568697 19.3484782419233),POINT (18.4586767118582 15.0561162219831),2023-01-19-17:49:55,sysbsrqjdiajeuztvxxe
vjfckvmeuetrqsmeavie,POINT (68.201357192636 71.3788136837915),POINT (66.1321167929824 31.6059324350511),2023-01-19-17:49:55,defbdqmyscxtwfqiteuk
zfdpefwqkvcwpgaidhzy,POINT (90.7168569270639 1.3071005386714),POINT (5.675803871979 80.2200413423431),2023-01-19-17:49:55,bzuwqjyelvfmqjalhzol
jzmtturzebjaksqyfnyj,POINT (64.3575576549336 17.4491251311096),POINT (72.1566752998899 46.0103221528723),2023-01-19-17:49:55,teddznsmdxjyomqfmbsh
tfxtfxuugwcxyqwuomxs,POINT (77.2572242095663 54.2253291463058),POINT (86.7111977793425 15.6570218634795),2023-01-19-17:49:55,tneixjhfirmqbfkvleep
mjrstpqtpatsdpigufbo,POINT (14.1851980350523 46.1963534403751),POINT (80.9988875528815 9.2417491344636),2023-01-19-17:49:55,fuzwtsnwwyylwkzjefnu
pjuswnwfugaptkxzuoad,POINT (3.0397958151006 72.2833785909377),POINT (76.2607139664123 38.7859866039478),2023-01-19-17:49:55,dvrookvmxgarrqfeeguc
crtplyjxdpkvhwhwzkbh,POINT (14.1878351576377 9.2741827651405),POINT (85.1794813484915 37.5010170034017),2023-01-19-17:49:55,bizmfuwbszufaekiewqj
ietlrxtacvtpmwugnkja,POINT (38.1982023283218 32.031100160593),POINT (3.300763102118 88.9469198490749),2023-01-19-17:49:55,jkfiuiqomjngazeetsil
xzvnqvnnusbahefvaebv,POINT (78.8068532632619 32.4110189377568),POINT (76.6256157108161 78.2336615716786),2023-01-19-17:49:55,vrifrwrhcnpearanmptk
bclkpvxktntukfytqdtn,POINT (89.5365323025708 39.5539082180251),POINT (66.6083271549683 26.2869112628681),2023-01-19-17:49:55,lbcwgxlwvhntcvxqxjvi
pkddqunmdwcblaqgmwcf,POINT (77.7740413900567 4.8322931853109),POINT (18.9169916669436 6.1760196498875),2023-01-19-17:49:55,gitajstpgncixirkcbpi
npnynhxvqjzclfnnapor,POINT (77.8009577722608 43.3539699330085),POINT (80.6833576623037 20.893947696656),2023-01-19-17:49:55,gvjjrmlsgdytfiebcnfx
ixlfivhfrtfdxnxduztg,POINT (34.7011663227915 78.2963143398766),POINT (82.8587780738576 9.6643787529754),2023-01-19-17:49:55,dfljjlybjllcmgjdojyz
csfpxradlhixiavyyoic,POINT (32.4870781774115 88.1477671694652),POINT (43.4755754595576 73.3460817839795),2023-01-19-17:49:55,pqfohdfiviyycqvrzrni
shwzsyntsdmkjcavifzl,POINT (35.8580143856159 89.5801501295434),POINT (8.8388483988201 16.4017491676799),2023-01-19-17:49:55,wxwqcqiavpqgnxadsyrk
zntdxdtzzqgiybursags,POINT (42.3002670499609 39.4181768552635),POINT (46.6615758979099 69.6038299571242),2023-01-19-17:49:55,xvtivpafcogntknvtxug
nmhrmrqxgajbldhririi,POINT (73.4750564434019 87.5965878548369),POINT (63.1447776121928 60.2562305470765),2023-01-19-17:49:55,qfjtocowizxclypdmmlc
ounqcyvijmaebvkqggkq,POINT (8.1771996666548 38.79564360401),POINT (36.3619962265145 36.415895886271),2023-01-19-17:49:55,hqzpwqqavxeukmjprrhg
csdowaskmvnwrhebnknt,POINT (8.0238631493622 94.0386592874896),POINT (1.4972062024356 49.3225938494148),2023-01-19-17:49:55,jgiewshvbaspoczciswr
wyosutqgpqwcotzddbgl,POINT (34.4416242564037 52.6224485014696),POINT (90.0716026987216 74.4841170620182),2023-01-19-17:49:55,shmrrkkxfducmvztavkm
ymuxodwpqzgpxnafjvoo,POINT (26.3180605896501 16.0555736535552),POINT (94.911613520653 75.6553851108825),2023-01-19-17:49:55,uuxrjsoondconkunezyf
lkpywoliurxgkodylbsm,POINT (88.2840969515236 2.7407831122229),POINT (44.8222062050541 42.0792082577635),2023-01-19-17:49:55,htwjcejfltytaiowdcrl
qiqospiywjjdslxzznyh,POINT (17.7060575649358 66.6853339529228),POINT (29.1661357650612 40.8366486232828),2023-01-19-17:49:55,bteimyhzvtebvxinatvr
fgpnfksischxbnbhbprd,POINT (85.1761134862587 13.2135556272966),POINT (3.8286278547569 7.6648261247482),2023-01-19-17:49:55,tvzbpawzogatfqclpjor
wqzjjzizafhvauupizcg,POINT (27.94518749133 98.616666019959),POINT (23.6694506573133 88.4478632166447),2023-01-19-17:49:55,iiztuqqodjsqojlaymvm
cwqslcbzjcspzpzyhewe,POINT (27.1562794316462 34.7835437001957),POINT (15.5719915437415 44.0538640385513),2023-01-19-17:49:55,tskqcjpfthyifpbnoxya
sqcqnygoiidmulecxfdu,POINT (86.0834536385285 44.5227383472391),POINT (44.425427303746 51.7008240521377),2023-01-19-17:49:55,nfnguuocglxdcywfpsji
nmviduixqptsoojwbinp,POINT (24.103424096039 36.56363745912),POINT (48.878175710179 3.3748897070449),2023-01-19-17:49:55,yitdzmdklbhqufdnzqvo
bpfzliezdfxgddaipout,POINT (53.5291763345281 86.6899696989427),POINT (70.617055727657 39.1126063865851),2023-01-19-17:49:55,xxoleifpgfxwcybkwims
aozuvuylerzbnlvscwcp,POINT (74.024343307117 33.133411250271),POINT (79.9100014245785 5.6429118912107),2023-01-19-17:49:55,yorrtkkhyikyfusacooh
hxehgsuicerquxotlndl,POINT (6.8300936874765 5.2400573040035),POINT (92.4763391851685 50.2640917859879),2023-01-19-17:49:55,hssvfyglwesdoybbwmkx
vrcmvrjkwbhxjgneaibv,POINT (75.5320930895817 27.6747539924632),POINT (31.6683965261798 29.9679462998869),2023-01-19-17:49:55,ddqwgpqotgyfocopzyor
hvfsgbysdgykjchagchq,POINT (41.9050657278417 9.3878562452431),POINT (54.62398168327 13.2120814583665),2023-01-19-17:49:55,dlweevdfhoffivbvusby
zjiyhdwrbthadgitdmly,POINT (14.1494861303166 35.6143457906407),POINT (7.2163649167464 21.5346524287323),2023-01-19-17:49:55,etdwdpehtpjcbnempdxo
yfzzcydekhyfqctqharj,POINT (80.7155132380341 38.4999142919405),POINT (14.5439931921466 54.8169268907696),2023-01-19-17:49:55,ndpeblrbvoisvbtwmwtn
atmmtbvxwkoyldrjqilf,POINT (33.5116042847565 98.3825102816628),POINT (32.7195097425092 6.1766030557444),2023-01-19-17:49:55,ktuivulsieuiqfavaoey
twozsqakyvwoxyvxxjvh,POINT (39.1521385189265 92.1676147084981),POINT (56.8302417070653 36.2258931984085),2023-01-19-17:49:55,cfiahmhywxmivrvxmywx
vxhznzrlrpmxmatosqec,POINT (31.3828545475771 8.6570138042633),POINT (26.6791993442685 33.7395927798748),2023-01-19-17:49:55,zmxosowjzwfnephchmad
tlcfosnknuiijzilhblp,POINT (85.5405586843722 8.3442752738937),POINT (48.9686180285754 78.3485511245384),2023-01-19-17:49:55,xilzuqecyryqpucffqve
anwmbnmwlktfnllpmeki,POINT (47.4564288387644 74.5553460013467),POINT (19.1291924074633 88.7935682460605),2023-01-19-17:49:55,whqzlftksgprhriyqorx
drpqcdxblghmvdrpnjgp,POINT (37.3378753477778 74.5337133393821),POINT (72.9028324869744 72.0001526715202),2023-01-19-17:49:55,nzwrfzfxpnoojtxtovax
ipmcmcnislklyxoytbkg,POINT (80.4879765107434 41.8966393560591),POINT (70.0850302141583 30.1892824202515),2023-01-19-17:49:55,mgcnyatlliuqzhtrbqmo
bqzdymkstqcgtgnacwvp,POINT (42.1633990998956 66.8412549646668),POINT (88.9076388186748 8.6555264935353),2023-01-19-17:49:55,aoystsdfqdpkxqokcprn
wqqmorpgjuwuoiivahzk,POINT (22.5623814810154 79.2269016158484),POINT (71.203395670402 62.6880411945451),2023-01-19-17:49:55,ayfaidtpsybopybtkmvs
tbttjauuvubptqqkhvmo,POINT (81.0231772305037 31.3719641342407),POINT (71.5892240959927 74.3014306565691),2023-01-19-17:49:55,zvwnankdwchtvnrbaazf
lgxxlajsqjuzsyxcikls,POINT (92.1114742753526 25.1024197692006),POINT (55.4623822163676 10.2976661773494),2023-01-19-17:49:55,tjrlkamtgtzfmkwtciya
suwysjyynjsnkupukksj,POINT (38.5058405619626 36.4079120373845),POINT (49.2377268561802 8.1460759648953),2023-01-19-17:49:55,gihufzafbbbddatiiutu
tqekdjicthyxvsfpbuye,POINT (26.7036683442988 96.5379314944608),POINT (62.3684600522413 23.6804322549385),2023-01-19-17:49:55,otuzaxpwczgykiqrpnfx
zffhqzvfckvnwzcsejhn,POINT (91.1617866583591 50.0219099324641),POINT (21.0483821526482 56.1061295382762),2023-01-19-17:49:55,seavxnoulcpbxemegemu
lzoclslbnltsevttduju,POINT (93.8881637218937 22.4444926276964),POINT (23.3237958590402 78.7057118731717),2023-01-19-17:49:55,fznixdwftxhzcnwlapan
hkalvnfscbldrpgbtqhl,POINT (6.5195774893515 56.4568047931159),POINT (83.8526014566953 10.470734300599),2023-01-19-17:49:55,jaikyvpboqoshbrbtast
endzatpxscqyxurpfjys,POINT (43.8549666972243 87.1752269988274),POINT (58.1579149561867 47.8026618588691),2023-01-19-17:49:55,vipnkehzwyjyyqojiojc
vowtjvgppbpetxhdwamn,POINT (15.2097685203301 87.2398407344769),POINT (47.9072779801952 28.088085699234),2023-01-19-17:49:55,xzircevrbrvzzlxhdmyo
mootatvrkcnwmnqxijnj,POINT (93.3787932173694 40.582828911181),POINT (76.1039092481709 33.7144739602721),2023-01-19-17:49:55,vjzobpxckpvjkrnkarqp
tojpyihwbehkooikidxf,POINT (1.2242110569979 67.8525026233439),POINT (78.4054379474102 58.6034332764444),2023-01-19-17:49:55,urjhgmlbobdhvwilmmfg
wtlipsbgzodeqotoiwmm,POINT (78.2823644552656 64.0297530503559),POINT (18.9740168017322 82.5055510177995),2023-01-19-17:49:55,jxlhgyjrjniqsdwpguga
fsiqglubwujdyalmpkhd,POINT (90.7399673141035 37.4479376518359),POINT (90.751125634353 64.124657798578),2023-01-19-17:49:55,gjbysqzhaozjcxatsqvl
ystfrtwosgylwqcnvmlo,POINT (45.2980406389878 39.795556911255),POINT (16.7520105868027 10.1795032622622),2023-01-19-17:49:55,gkimhsslouafpwcnwgxu
qydupugwamfgblcqtdrf,POINT (62.6514193692416 31.8833109129188),POINT (88.7256324918658 51.4385951091737),2023-01-19-17:49:55,talgeybipgybxqlpurca
vxkflaovfsoyrvxgqabk,POINT (8.636186492276 8.1771759551994),POINT (8.0020535023239 9.6858024481631),2023-01-19-17:49:55,hoitnjwrmykdlezhyxcd
dkwqrqnvneofqzckospw,POINT (28.0848398906803 88.8836793717922),POINT (54.654356926122 72.6785189678959),2023-01-19-17:49:55,joxetycjbptjidkezkdo
afvlgzurnnqjcsjcfnpm,POINT (83.0390270466362 62.9923375392192),POINT (12.2035259803552 78.1977907341496),2023-01-19-17:49:55,peydryfdixmtflyrppas
ypsqdxatnhirybnxslyh,POINT (11.3340034257423 13.6894747882689),POINT (92.9173360898417 82.7198950712597),2023-01-19-17:49:55,umbjizlzrnrpbzyjyhdt
tmpthqkrmwujhyvjxufs,POINT (19.2984479964351 9.2925371957884),POINT (56.7677154112866 43.9012798309278),2023-01-19-17:49:55,ulurtnldpavfdjfdanyw
xdpjpehcwjhmhyrccycz,POINT (66.1172468613783 12.2144378858787),POINT (72.6312519558352 16.7909489216889),2023-01-19-17:49:55,ivbvqszqqyovpqcrhpym
spgrxdjgugtaftnqlfnd,POINT (98.4869314136545 94.1716850388825),POINT (62.7607707865604 70.475851988109),2023-01-19-17:49:55,iqjwtmgljqbrskuuvhqf
sstxtsyjjsscclciowiq,POINT (58.653977454603 56.4159071943362),POINT (20.6875064189037 21.9651585306613),2023-01-19-17:49:55,xoyyvcajqcgaveoeircd
bnbewxofdlsxypufoeti,POINT (55.6059051859374 92.8326298489173),POINT (35.5303562836701 8.1957042750791),2023-01-19-17:49:55,thujwyalymjrpnwzvvlf
zlelvvqpudocetbjzsek,POINT (47.1883955391141 56.2423389784095),POINT (72.7717773369059 8.5490863335229),2023-01-19-17:49:55,idauknqieazlqlwrueop
lhjzlhoodehentpefluh,POINT (29.1119451166645 91.6285447831043),POINT (52.7154111453781 20.0776034056868),2023-01-19-17:49:55,pvcyycgsmasixdahysgq
jkpuzghgfpmzvvyindna,POINT (5.5851432164819 42.624429704301),POINT (22.5414452715179 85.124983217151),2023-01-19-17:49:55,gneodycoattcmvxdnbkf
bsedxuoewibmebdmuuag,POINT (66.732157477487 7.7075473651014),POINT (97.3575962803604 5.0094202196311),2023-01-19-17:49:55,hkwnxfldehqeiekulmyt
bhzfelhonolklzasemtb,POINT (29.8891542961225 4.8258149629073),POINT (68.5687150510364 29.2670036686454),2023-01-19-17:49:55,ddulvhobzkatsejtkkpc
pprxzmvvfhppearrxmie,POINT (3.228006304498 78.142943617903),POINT (22.49627463536 51.9008164982531),2023-01-19-17:49:55,gkojilvcpilzdvpftjsb
jcufcchidilvjvsousnd,POINT (73.5498681005231 81.9256786907458),POINT (79.6632176378748 16.1576776675627),2023-01-19-17:49:55,ylzqrekbldaneerwfgfb
uufxmjubqpvtylsefjhi,POINT (35.7392491767125 6.4380132884297),POINT (34.4214348079639 90.3334995459909),2023-01-19-17:49:55,eeblhxcjdqziyjlwuyso
fbedievbrehdxpfsyzna,POINT (57.08140475359 90.996652710106),POINT (61.181282936456 92.9311374075951),2023-01-19-17:49:55,adetyemnxmubrpgwebbw
itpwzwcpclizghwcxjjk,POINT (76.8850707792525 64.2041827802961),POINT (96.4856612144033 85.7121503507084),2023-01-19-17:49:55,vmregvrwlzvlvvlcjbzb
bcfeiprlejbvfdhkcafl,POINT (49.1983454386636 83.0465988455967),POINT (59.2568797111583 64.627076503142),2023-01-19-17:49:55,ebxpgkvmkoeoyrybqrxk
sfzyqfnkbbqkpaihzcxx,POINT (26.0746782331314 15.8747508556585),POINT (60.0100846450399 83.3684642675955),2023-01-19-17:49:55,hwylfxmihhitcpextalu
axrgthtafjeszgqxzyhh,POINT (9.4382704714093 33.6695839006869),POINT (38.1388768550931 16.9962395661575),2023-01-19-17:49:55,kxdceofmnkwsztornqld
regmckhnosnpgscnwymi,POINT (81.0735060724289 70.2185786463194),POINT (74.462498490317 82.5831501274723),2023-01-19-17:49:55,lswcdjhjnuqrwsjmrixf
zxpoxnohfozpscqoiqil,POINT (86.8268509625428 2.5238492119109),POINT (28.0209857940387 10.0765183614255),2023-01-19-17:49:55,ioqjtvqzwkokbawowahv
rpzocaienvlscrwsnlqf,POINT (41.7599324691604 13.8522298436399),POINT (83.9558931901914 76.6368404265341),2023-01-19-17:49:55,maxtvcbbpixzjugwlrte
fextvlwksxyoqfczwjwo,POINT (47.2105725949975 3.8077364346036),POINT (26.9246164955938 61.2340327536336),2023-01-19-17:49:55,fompwgfqgijcwybbgsae
pcttvyapzclhkayxdzqu,POINT (50.5869274641583 38.4188461317456),POINT (37.6643609047795 82.8380766921852),2023-01-19-17:49:55,uoyoanoadymsynooxmmn
ywtwxbhrpyducwpxhhll,POINT (13.9150501026893 85.0237779012353),POINT (27.7854131398678 9.8500479112426),2023-01-19-17:49:55,rxpnggjqophdonvvxcwg
cvfeflxrsetfyvtgbjgx,POINT (30.1534654311056 78.2799718938638),POINT (12.3097282550452 98.7382878938682),2023-01-19-17:49:55,eruripizerlocexulfxg
jlvgdqyhtqxtuepraxvh,POINT (11.5937602955292 27.8808321231217),POINT (38.7957520042071 11.4456261645057),2023-01-19-17:49:55,ivfzaeplqkvvznwhbhfc
pukmtywgohkxjaynmcnm,POINT (43.1415788390772 50.0650558457188),POINT (74.4949071752244 23.5583345284228),2023-01-19-17:49:55,bvzlehxdmpvfydcbakrr
gyntjuyakcjjallxwmmj,POINT (60.6332218951751 93.7654235661761),POINT (40.9891959164308 72.1121754765461),2023-01-19-17:49:55,wwzugbaywqrqfskdulnu
ayjmrqtrcmgwrlwkzsxm,POINT (95.2920334331454 42.3985265969637),POINT (40.7197467593678 18.989011463289),2023-01-19-17:49:55,xnoewkeeimzvcdcrnwdj
ilktleteelglcmlrrupb,POINT (54.5232492356019 82.4692769805269),POINT (29.5213788343589 12.2919868093252),2023-01-19-17:49:55,hvdlcdxftwajznpbxgof
cfefrxglfixskatxdqhg,POINT (38.296719583473 93.6606853524351),POINT (20.1478928168064 66.929685596794),2023-01-19-17:49:55,oofxmfckuexjyipciwyh
zuphoedytkjwqtxllqhv,POINT (77.4654687638383 48.899331190331),POINT (94.7833502916211 43.0427591605258),2023-01-19-17:49:55,qortvocbmpmqepyebkkr
pifxedgfqhizsmnuneuz,POINT (58.0375491954097 97.4547223987466),POINT (26.986131400102 47.6226675969547),2023-01-19-17:49:55,zzihbjzovbpgrdoknbgh
oqshpstuzscnyboauncm,POINT (94.1834243920573 64.9879498460096),POINT (53.4570130489347 86.4154753234071),2023-01-19-17:49:55,ggcmlimdvzgftirjptue
rmvmqgbepqfavhjtgnmy,POINT (39.1238011876082 35.581686442714),POINT (3.1002816378802 16.773595830624),2023-01-19-17:49:55,xhtdvonenfgsvenkirzo
osaxihvcmnaqvpedmdvg,POINT (19.7912210209778 96.4539865326755),POINT (16.6217871736151 54.4840510592477),2023-01-19-17:49:55,rhgsntdfhusicljovvhp
lspcqejelbhfdjpngtki,POINT (4.479860414909 80.6264261576425),POINT (11.6852363712188 4.0489891418668),2023-01-19-17:49:55,uvgzxlueruqiffarvpln
xameeovesaaeebqwhkgn,POINT (34.0321923069798 42.5445661204292),POINT (7.5920633019339 64.8297613146273),2023-01-19-17:49:55,fxryyascnojwcfoxssrq
kzgnnngkfwfzfdmqbvxm,POINT (93.2610771812815 20.0422845072513),POINT (65.626840080842 31.1652489079324),2023-01-19-17:49:55,yumidwsiivgqisyiojqw
yhdkrdwwdswqvslowxan,POINT (74.4499282210958 46.4999015321234),POINT (88.6591227918827 63.3102734640907),2023-01-19-17:49:55,bcfmhtvepiooximuazvs
ediexkkxoovxexgexzdf,POINT (35.172349320269 69.7270929932385),POINT (8.9120121902633 79.1814285315548),2023-01-19-17:49:55,wtdofkomalgnsivbkhdt
rdwhrdnlougzmfmuxtvh,POINT (81.7444202259089 83.7495096288727),POINT (93.1826518590512 33.0618197097032),2023-01-19-17:49:55,hwznhujfqdaealjctwdd
vnvqfyidmzujddcdutab,POINT (18.7535588150304 85.3493784937637),POINT (70.8598119298624 50.272268762207),2023-01-19-17:49:55,kwgxshvzmguxvtrenman
sqpkyltqjstmbvkyfdzk,POINT (84.4807197470536 57.9178657958148),POINT (21.5054885387911 7.9235508235362),2023-01-19-17:49:55,dnluyqmvudjgrgoswwkc
gobwmqgiicdkpgguexqb,POINT (68.3610722524956 98.6006751266772),POINT (36.034177382268 67.0702128076092),2023-01-19-17:49:55,wpwbwvgfxjzjyohytcde
rwldkkqknzijaxsegbwg,POINT (36.5867084568697 81.1047299108901),POINT (21.3525867313384 23.6266644906734),2023-01-19-17:49:55,rqhpnmcdzmwnwsaszhki
jmvjdufjvclcixxavzis,POINT (74.0749355736182 92.3394541868841),POINT (86.8591488422179 40.3605331147452),2023-01-19-17:49:55,qvlwstimbwagyzmzzqjw
pftxjtzigfzltlufrcmg,POINT (4.3323986776311 87.8356978729119),POINT (71.0939132802386 43.9067502413597),2023-01-19-17:49:55,sfnenibtkberbuvoewju
esjvathbpymdqldaswnn,POINT (2.9581223342804 67.9594787653285),POINT (30.209781427681 30.1048479613208),2023-01-19-17:49:55,aofwxfkjrzzmmihvlhze
ntkymhcddwfcykzxvqop,POINT (43.5723133958676 41.0681207452329),POINT (3.154927480381 35.0470074348141),2023-01-19-17:49:55,qqllsrkanajxkwcgeqdj
muhglqfefmqsnlieobzd,POINT (96.199451730237 81.9713257396408),POINT (33.5111941829131 81.4295820631029),2023-01-19-17:49:55,mebzdtspycvsgfvwciyf
hhrniidfthjtmppmmmtw,POINT (38.3313472617556 26.7186842804475),POINT (41.7896757185921 61.4449913582784),2023-01-19-17:49:55,kyxlwhtxiqdxqbmznozq
yzfgpaspsfsgxmnwaaaz,POINT (94.4501760004996 39.4360163991832),POINT (92.8589582530991 87.2610318376935),2023-01-19-17:49:55,cksdrhyjuuzzlhwllqra
mbnpxrumaubnrbysylyk,POINT (73.69077020714 10.5529125160621),POINT (3.6988054311071 43.0248356711249),2023-01-19-17:49:55,ehttqruefhxprfkybdmk
znhjubabkoxpldogzzct,POINT (13.2609652271213 80.7664057152194),POINT (46.7993309151656 78.6404432761264),2023-01-19-17:49:55,kjlmbpqzzdsavzetwqni
dzgwivenlcdhqztpjrqw,POINT (28.4909722606551 18.5186324721745),POINT (98.4463586092604 73.5531555281011),2023-01-19-17:49:55,ihpwqmywqcgbrjfaggzw
ccediuhghrijmhekfvbo,POINT (37.872174198981 27.8373709198827),POINT (94.2685425075796 19.5844251304977),2023-01-19-17:49:55,vaziusxjtcjkqwbguybg
uwcjbliwjthbvfwzjvzc,POINT (28.4014264195233 93.5770061900096),POINT (28.6896703188794 32.6139746445231),2023-01-19-17:49:55,qldvdkrotdanedkquzgz
vneqqtgubjbaminlebod,POINT (13.7172176636216 62.5453515839611),POINT (80.8616651826721 77.033199075113),2023-01-19-17:49:55,abjbfhipkjzmlwincmfv
asepomdxihrwltyhbdlq,POINT (63.3672176274227 90.7880769185896),POINT (82.7429963075305 92.0443373100005),2023-01-19-17:49:55,okoessnbfvxsptlisooq
ucxzhzmztnsmctrqfpnl,POINT (86.9606542998141 56.8389792998926),POINT (12.0203870052372 57.2183934162478),2023-01-19-17:49:55,ipwlhjhzhgldxotuejvi
yzbpcbepoidlksityprq,POINT (1.009491216766 95.6105830242358),POINT (28.3489029942798 53.1304695661877),2023-01-19-17:49:55,jtbebpflftyoqmdvjfmh
wkeumgwsryyfcazyelzs,POINT (41.1947721166732 25.8091777235466),POINT (74.7486368310286 12.3424676763129),2023-01-19-17:49:55,zinifqbbiwzbwecxojlb
gehswymcvjnfhlejwftj,POINT (35.6256121735303 20.065970206694),POINT (81.1683969428406 88.4834764063033),2023-01-19-17:49:55,dvyqomhbvyprzlhnptny
jxviypjclzuxlibjdlks,POINT (92.9250202524537 74.2044826694749),POINT (24.4197195200409 16.0690747508513),2023-01-19-17:49:55,woacznqtroebnkwcnemi
txtkocojswosofziiiag,POINT (51.1347491888295 41.1561740421226),POINT (37.8107907091356 68.9477057355254),2023-01-19-17:49:55,kvvfwhgvyieptxiccmoj
ccspqmmbiowmlpbaveer,POINT (57.8738432002128 77.7740221860647),POINT (89.4497121113793 11.4047828389239),2023-01-19-17:49:55,fycmxkdvjzvlsdhreeyv
cdkuchvccttrxnahyrqr,POINT (26.967391597832 74.9158336830274),POINT (21.3349482670258 57.2806426442031),2023-01-19-17:49:55,vfrsfeqzwwxtflapbadz
bvvvmvodmneenncpycbr,POINT (67.7111474351897 73.489283771268),POINT (50.8163992911367 94.6221657222922),2023-01-19-17:49:55,msptwxgekfivcvzcfwxg
jjweszubigwdnmzeohdk,POINT (39.5657014374346 34.4776607909412),POINT (24.3888596993805 20.5481037125365),2023-01-19-17:49:55,rrncvgyapxcmzuisknmk
kbsfpdplrzwkqoghjqyu,POINT (14.9459720112367 3.8375743575512),POINT (91.8052032651866 42.4389289539061),2023-01-19-17:49:55,zgtjihgkvbzzkwbbvexx
ylsfkhwtgdybuvgmvolb,POINT (63.7313257154581 94.6365086929294),POINT (44.2240204370356 7.825282928973),2023-01-19-17:49:55,hnaqjznegkvrrzailrdi
ylyyanurkrbfvsnucmjx,POINT (16.7623034245847 85.945376908452),POINT (17.6198558031513 75.5472329684677),2023-01-19-17:49:55,hcwnvihjwoxbewsenxrg
jmkyencjgzeqzfikohuu,POINT (55.9136646303879 76.9966583685061),POINT (73.3575383703975 86.0442755757887),2023-01-19-17:49:55,edsxeicmnglswvtqlcfh
scyfffjcobeezhhxkcby,POINT (87.1898124800584 84.9641845841698),POINT (93.2449544492934 49.9792504844806),2023-01-19-17:49:55,krqwlcecmyorzvuolaoz
ujujdlvcxqlapykprgiy,POINT (26.3225210267462 34.4412171037063),POINT (50.847232219436 32.0868915501233),2023-01-19-17:49:55,keowhrnfijhmiaxbumdi
akiehppgjlehhoqermpk,POINT (4.0995707901842 52.8389881548474),POINT (61.3824871841624 92.8170950938104),2023-01-19-17:49:55,zmrdtelydgqpsfkijjia
pbqotymxefaiusebyvck,POINT (77.2802386999046 25.1860411307447),POINT (90.5420550522132 73.0724545167905),2023-01-19-17:49:55,zcuicsdqrvqmjbehwqxr
mannkedkfjmpufttmhgi,POINT (11.7262904615674 3.456138571193),POINT (63.0802240665758 65.962786808414),2023-01-19-17:49:55,wivzehlulvrrbmzemoas
kgczkcfrasihvuuacmad,POINT (86.4543594902409 77.4013352960486),POINT (36.887174119006 95.9059226717875),2023-01-19-17:49:55,fgyicxrmmeonealhitvr
