region,origin_coord,destination_coord,datetime,datasource
zhfaagbndvxzszjigtgz,POINT (69.3600614646116 74.9468667388719),POINT (72.1662987795713 56.9894977228599),2023-01-19-17:50:16,cynvrltpledcucgypltf
vyibwkuhwopbwwuxqvkm,POINT (2.9532275680723 45.7925081214705),POINT (72.3698698752992 2.8424643640135),2023-01-19-17:50:16,xxzkkymbcmepyucemlaa
ujtcooynxravjqqrwtmd,POINT (17.5982342355069 55.7147127080014),POINT (73.0991091248489 78.7086232493518),2023-01-19-17:50:16,fpdsmccknggrcmsgzdsa
upxjdabstowxkmhiaqaf,POINT (38.3907925247893 65.2066005874885),POINT (42.8161914070709 33.3121571250523),2023-01-19-17:50:16,uhwqtritmghwmkfpdlhs
acnftrnvaisnjgucrdyb,POINT (8.1058810541724 74.5168714654373),POINT (59.6804685599217 3.9705412016531),2023-01-19-17:50:16,rhrvgwucnmfoblwpubwz
bfewpmihizdtdzceqtns,POINT (43.2798389897902 79.1384357701598),POINT (88.0693178135105 29.7059244743249),2023-01-19-17:50:16,ikadvksaveohftbmtyzj
uzwapchglbhbcvbtxxgr,POINT (85.5901124376742 5.8959102550396),POINT (61.1411789570762 94.7079584016366),2023-01-19-17:50:16,cluqfmkyvjennieltjlp
ekbctkvvtahupzlvxiau,POINT (61.1533832641011 30.5024022323513),POINT (39.9945293506422 34.0385646919337),2023-01-19-17:50:16,rvvmtcvmydfmmslrlwha
hdebwjagadoasxsxglqk,POINT (26.2294595089546 95.5750573933509),POINT (72.9432243126494 87.0735402450362),2023-01-19-17:50:16,awxglekgyjumcfaessym
xphvbnqjpsbyxgrmqfmw,POINT (83.8591734301115 43.2296335913097),POINT (75.8242531195583 20.2962611390996),2023-01-19-17:50:16,whtnrqirtyajuuuctecz
vmvcogadpvcyzzsufozo,POINT (62.2375690100781 17.579863374043),POINT (50.1080764221954 25.1807919475656),2023-01-19-17:50:16,yzwiknqqkcqkilqxiwln
pzvbvphsnggrcsrdjuqv,POINT (8.1434605461708 22.7630177156953),POINT (51.7498724471395 43.8697991875643),2023-01-19-17:50:16,igbfiqbkrpqaqvmjpgdp
zvizmrjshtwtvcwmmkhv,POINT (49.2516016955261 86.6594121462468),POINT (39.1960954947542 13.457792763258),2023-01-19-17:50:16,yggpajqnndcombyuvcgu
msnmpjxvtytxjwwkemnk,POINT (64.4440725067961 29.1790934403652),POINT (79.6497387734667 81.7391016786316),2023-01-19-17:50:16,wktidmapsqoyowqyhaqg
rmmrcgxfrlspcuflhcnu,POINT (7.0560867599111 67.5935186653911),POINT (94.0335552046292 14.7291950945697),2023-01-19-17:50:16,ebdgquhtoxdtkrfosgpd
esublvoomlsxaftrnxpu,POINT (3.2786153034482 80.0316369773924),POINT (54.8143542629504 33.2264380022322),2023-01-19-17:50:16,ndekqerzgnxzrmlmaerz
uqradpgrfocmssxowzqs,POINT (49.5282357840136 62.3897772290947),POINT (62.0912984810049 91.704948778704),2023-01-19-17:50:16,gtdflldgylhnmzyvjfnk
fkyhtigpfsqboafdcqxm,POINT (27.1640637061192 94.7392627310831),POINT (63.0738986279806 44.1047430552183),2023-01-19-17:50:16,tqwziuehhhpqwaicvqdj
zgvigaxnapbftokxbmof,POINT (23.1951786535104 78.9772692360175),POINT (32.5114554961822 46.3459644460591),2023-01-19-17:50:16,drtxzlwmiuwzwljayjsx
uhskupdwfxardoudznlu,POINT (73.7063105998986 72.3411593672547),POINT (52.5418316874748 35.3549443254862),2023-01-19-17:50:16,euytypluycckhbpewjbu
ytdflsdqfxicwbevyskd,POINT (2.4106523160723 3.3323440865216),POINT (53.4502183168901 5.7496432369166),2023-01-19-17:50:16,tliaronxlmlrpqhkyjij
igurpeknokjfvjbplsdc,POINT (92.4401843376946 40.3901661916786),POINT (87.8965926857959 79.9536934437499),2023-01-19-17:50:16,aukcypoypitpchqtfdex
rxhlkoqhrdpkhbkjsfkt,POINT (15.4524174458718 12.2968896052402),POINT (76.0737158797249 83.6572068994733),2023-01-19-17:50:16,vgwlvwnkzawymrpsfpxu
tlkkvjugfusrlbqllzat,POINT (25.067758514095 86.8242923277965),POINT (47.459763999817 82.020093781309),2023-01-19-17:50:16,todbibrtoymvdgsykviv
sgaghuqnjnauwwmzccsj,POINT (71.0433783963205 25.2183128757333),POINT (79.60782302411 11.1388495137525),2023-01-19-17:50:16,mzwagkizsflggzgsfkai
bfofkrhagoqdwglkltpj,POINT (91.2795231123846 71.2975505712002),POINT (21.2278560801683 34.7533266240566),2023-01-19-17:50:16,hhvjbqmsmzswcocacdap
mhfkbhjqzclieoipsajh,POINT (92.737449891793 7.6449747022382),POINT (38.0985980888039 83.1195863458934),2023-01-19-17:50:16,surcikzllhckovpshawj
rwitlsxqsuofbwoiksoy,POINT (9.8348037211781 5.6664950690088),POINT (32.8874349345203 26.9831349457119),2023-01-19-17:50:16,ftfbblgatdjavydvwbaj
efpfqahzerbxhxuaiepn,POINT (24.563340030621 65.1747641263898),POINT (50.5906218947285 92.8924701519721),2023-01-19-17:50:16,hbuzjsgyiwownxtmxspk
lhnmveylnmwhuvkrzhwh,POINT (35.485663722777 42.0679530963683),POINT (49.8845910798502 70.0480439334256),2023-01-19-17:50:16,qrsjufgpctvgjvxvsqbw
adxqtamhzdcylzkexnhw,POINT (89.26071738664 66.5254207295546),POINT (57.8095220797985 44.4622205135391),2023-01-19-17:50:16,ehthyvxofkwvgqgyowro
qbabvuiiwrhunfikaoyj,POINT (75.2276131120297 83.9106277062678),POINT (47.9002436068594 66.2945130867927),2023-01-19-17:50:16,txlusggounlktcndnoii
bgliwymvnkxxphdftsfj,POINT (55.9168293997557 73.2936821632158),POINT (63.0966684689033 9.0996327652887),2023-01-19-17:50:16,dsiwaxzctgitphjhhklv
pvicbtzqtoevcdzzpsff,POINT (20.2559356168941 13.0222435213366),POINT (23.6283174175046 22.5213792618279),2023-01-19-17:50:16,swxpektzsmkcesqgohup
lbdzykhfdxvybewncpyj,POINT (88.7216543119867 20.3176408240497),POINT (30.8079466721227 8.2103873267591),2023-01-19-17:50:16,isyvospaxuijtnxgdbgh
ghlcgespnwksbjhqcvlg,POINT (81.2330136683127 1.6406339193599),POINT (26.6598780082102 27.824209440198),2023-01-19-17:50:16,gpkoexnmsvjdzavxwbrl
zylqhijbrnmfugmtlubu,POINT (35.4930267657014 41.9791045036072),POINT (28.412600159329 56.055036469577),2023-01-19-17:50:16,jwjkvurelsfzmoasgznl
kxcqreohgkomhvqqxswv,POINT (16.7576812203805 60.5355076995343),POINT (62.5939681768383 59.840453953208),2023-01-19-17:50:16,nponrsdrkfnktgznlenb
zwypueuecjyhjriskvof,POINT (82.4371509738646 10.9023716042945),POINT (86.7120388647028 5.368040413455),2023-01-19-17:50:16,ilemggrluhvsyzjybmhp
njvupkkiltfhieucbutk,POINT (43.4192647006438 41.5972729592941),POINT (78.9568983438105 55.7865433991156),2023-01-19-17:50:16,vaqlttkgbrooswbcygsj
lhxgszfkamzognmeewaj,POINT (17.0317680657243 74.4467957702401),POINT (74.3996390476459 53.4048222520736),2023-01-19-17:50:16,rkdsqxnpvvtejfdwrygy
qklpwjvushzfddocvssq,POINT (40.3609550393926 16.7531836841044),POINT (90.2925110913973 81.7872148772085),2023-01-19-17:50:16,lpkiusffgztovsqvdudg
sownokwgafwuwljxocbq,POINT (43.6596290390484 51.510284948269),POINT (81.1299420839664 64.6457864366512),2023-01-19-17:50:16,dheibnizelcqcmqxcjaq
meuqymcaaoavybzryrtl,POINT (9.8075610382603 48.4485059036942),POINT (34.1455608112683 24.957103880981),2023-01-19-17:50:16,qooznlrbxmuirknmbibu
mbwmlhjempcneqzhtxqg,POINT (49.434804524605 64.980474967158),POINT (39.4330692101999 82.7769469613329),2023-01-19-17:50:16,oujkzxfnnlohjclgjzux
kpxjajwkxhiwcrndtlvz,POINT (4.0143436185478 33.6901792086783),POINT (51.0099370200142 70.1256124111999),2023-01-19-17:50:16,awrpanicpahmghnsrwhc
rwwhzflokunwtefersyo,POINT (78.5119078892728 47.171464745825),POINT (34.1408880068941 30.3861898067699),2023-01-19-17:50:16,qhkyycytcxtcxxgfukbx
eqhxmmfowfbvxzcvojaq,POINT (20.5700200554857 12.2728665975315),POINT (57.1315965403998 2.4553475099644),2023-01-19-17:50:16,rhfrxpnuomhdnwbjnjle
bqppxnebfxfcbnwbzxbx,POINT (60.2302438506971 83.7519143593719),POINT (15.8676386557529 95.0617352480817),2023-01-19-17:50:16,vlnuufiucudatnhbjzak
npxkfkizfhwutjctybfk,POINT (67.5320383229244 80.5729704125026),POINT (62.3212415726731 96.7100588613505),2023-01-19-17:50:16,pnvxbvtaqludcvldkcpy
dpjtfcfdategdbyljdox,POINT (63.3660229558043 23.3226691277059),POINT (65.3634638583539 61.9098615395212),2023-01-19-17:50:16,cxumychsuxigzcowazhd
jtbyqtfqcwfvnbuxcdwa,POINT (21.5777727165069 47.1931378153144),POINT (22.7209723651622 97.5995515698237),2023-01-19-17:50:16,slcrfsvfslrwlphgddvk
jewhjiqpmufpqcbgxgth,POINT (10.1343204103033 28.5777736526741),POINT (56.4468770288556 43.3156237719989),2023-01-19-17:50:16,cwprwfngjipgabddqeae
bckbsnlolislddyhgakv,POINT (27.6652130242201 82.2824222165823),POINT (23.6884439731492 27.5298265774972),2023-01-19-17:50:16,raimycdzalvrkgtgnpaj
ekfcimswboxrwvgcnymb,POINT (96.0452938400885 24.3821529960332),POINT (34.1490331970726 33.474131077932),2023-01-19-17:50:16,wojijjvjbszaprlfcfnc
tjcsjemxmilbfhcowwsy,POINT (35.3446497961852 54.6417377970021),POINT (34.5111559595916 16.3315117834081),2023-01-19-17:50:16,hcojtnfmrqmbssexfdxv
wtohgimgojalxfuimktz,POINT (69.8018251475196 1.5386818206087),POINT (83.468745988748 2.1210505737735),2023-01-19-17:50:16,fnjyqoafqyvamocjurkv
eirmxsfdkbquyttimfdm,POINT (28.6836623958767 15.4313920094275),POINT (24.6701352962966 38.707688941534),2023-01-19-17:50:16,nilzvqyyrzqpragvbyqv
ijigclkpyctzihgvlltf,POINT (91.7419272633383 47.1049925983301),POINT (49.5662356826147 51.5991979370815),2023-01-19-17:50:16,borbmvvbszawmcmxloqj
rvbyhzpeestsbaftsler,POINT (21.0410995361398 34.7479033423229),POINT (63.3006929159948 97.4491572406459),2023-01-19-17:50:16,fpqdxhwuynhwfdywdyah
fusjvdakdplwxjlheylq,POINT (36.0926978450153 8.0502213872176),POINT (91.2838883177701 41.5656698027131),2023-01-19-17:50:16,ytpydubkibjuuprvgclw
yuzxmgeqgikkdxyciytq,POINT (17.5911570522672 51.0283584108444),POINT (32.7833244371655 76.930867325052),2023-01-19-17:50:16,blcuotunzvcbucjubqoy
ifgkbmkqjnnislojsnww,POINT (95.3601738578416 16.9462504595863),POINT (4.677297147741 64.3384207834368),2023-01-19-17:50:16,ejuxwjicbglpnywbexuz
awwanxsuxpzkotvzjtsf,POINT (85.2394717481907 43.7205670164914),POINT (77.9514050673655 85.2187796309281),2023-01-19-17:50:16,yqcvipxeifnouaxemair
lcmivpojrvttrvshfdsn,POINT (25.4471192600788 47.825016525897),POINT (91.229609085973 32.0662811595167),2023-01-19-17:50:16,hrcoonamjisfpoeznghe
yorzjloaapvtdjvudtpv,POINT (29.6127642153131 31.7775429089596),POINT (36.2765555236343 25.4643719162191),2023-01-19-17:50:16,vnmlbousfjsfxxbzzvvh
cusypqorunhnbwzglblr,POINT (95.1511978708931 66.9129645510427),POINT (50.3425180977843 2.2103290486092),2023-01-19-17:50:16,wkugchtjxmrduxanxjom
bapnvewvybwbzzabjafo,POINT (33.2150712293527 71.3693197156275),POINT (28.8236814049164 71.7603234069104),2023-01-19-17:50:16,yahgebohulfiqrhkyynz
iyjioisdoyhkqszwhjfj,POINT (51.7172861953766 91.2538067334974),POINT (4.5546379839418 88.1639932775819),2023-01-19-17:50:16,usvivjtblqyyfobtsgft
wrpalhdntvrvauhsdtsf,POINT (24.7668533778726 16.6841976083768),POINT (48.5716705670512 7.5944349899073),2023-01-19-17:50:16,bjivwzxjkccmsxypxjfb
tgfrihypykicahrzctae,POINT (65.8613871238463 79.8109655090308),POINT (34.3694220457418 86.8906538648187),2023-01-19-17:50:16,zuqotovudvwlbdgfjklc
nlxiwopusxsvdhiekzyx,POINT (18.2415724792304 10.8882097716272),POINT (9.9156984125093 3.9558914645679),2023-01-19-17:50:16,padwyxfodaollyfpbcot
gbltnxnoqiyclsurwkdp,POINT (97.0535754188498 52.364857244976),POINT (37.1017057529378 43.4894051351671),2023-01-19-17:50:16,pikkzvqojmxfnxmlympa
drhbgrejavdlyjhubzdn,POINT (22.3815568055017 22.2334826566745),POINT (11.831922199204 33.4402057911464),2023-01-19-17:50:16,mufxppktnbewhxetbgke
jzgnjvkmewtzhxlkipoc,POINT (89.2219608841105 66.38336437692),POINT (39.0409424993705 23.0219439304637),2023-01-19-17:50:16,insgedonhakwuprqawva
crvqmbnmmgngcydndbko,POINT (55.9134736265505 56.3468928317418),POINT (6.1826883448193 55.3341035785026),2023-01-19-17:50:16,nuvhugwzdokbxzqihgso
vfyuaugozgmjgwoorknr,POINT (6.318086353823 35.4630659529463),POINT (7.7257186309361 17.9388794731281),2023-01-19-17:50:16,ahvekjfbmovzmzwmbuxl
gcuhgcmgmnprtmgudopl,POINT (2.9437943061209 54.5424855553709),POINT (35.4362531615327 41.7279718080743),2023-01-19-17:50:16,nwchmpzvrmlchgfgvwsi
bckgfrkomccykjqmvahy,POINT (98.7928214432522 20.9210221152519),POINT (7.3373405259264 16.4607462251684),2023-01-19-17:50:16,ukbmlcntofrxfxhjmrtc
gccohowpmoisdjwtfhkd,POINT (11.9037731590962 55.338485109039),POINT (16.7151903846278 69.9515996578833),2023-01-19-17:50:16,qimywrxjvoayahuhzccm
rpyemhhmbdmcjqppxqdr,POINT (26.9235875983054 2.3279355795835),POINT (36.9484403050484 60.1179432029093),2023-01-19-17:50:16,rkkqxawfuiefbnsagiky
chjtheearaykfcvnnzot,POINT (29.7457176197184 88.6479343531977),POINT (9.4261545635067 26.8659223434325),2023-01-19-17:50:16,frwbwzkhyluafdcuglmv
pudjwusgokrkqrnxdbqd,POINT (18.0870522432122 2.6233667907614),POINT (12.1992858004617 20.1602370239454),2023-01-19-17:50:16,fnqtbetyryvmlmisduqf
bdgcukgtumtdvlzxarln,POINT (78.0760938861816 55.8009202935929),POINT (30.3095966974007 46.0005722936787),2023-01-19-17:50:16,ndyawgapnscwcxrqpyqq
jykgnjfqzvmferqqndem,POINT (86.8718436504674 34.1963777417124),POINT (60.91248195196 6.7485809347509),2023-01-19-17:50:16,ihcjlgninipqnmpauvuk
fjgvxyzoifwepmfrlhox,POINT (25.0739577516144 15.7035747582185),POINT (96.3033478938787 28.5624538714916),2023-01-19-17:50:16,xyyhpffvwccaeenhhbeh
ithyepglxueukljvfkbb,POINT (40.4645656640124 18.3528477366108),POINT (89.8026465967592 13.1135236544087),2023-01-19-17:50:16,lecgqmysomvmopavwclb
yfmeupqvvslfuhzxzguv,POINT (75.4139175538655 38.4238918149367),POINT (13.6597219931664 29.8755085269356),2023-01-19-17:50:16,xtsqykpxdkgpgnxctfra
ncrbmmbfevddslckfcoc,POINT (38.5833512204377 8.2483956328513),POINT (93.4373237350294 25.4725511247124),2023-01-19-17:50:16,dxldapmgdfxyntcotjeg
ufkixkwzogppzddwsyvn,POINT (11.3765229561143 80.6952248071255),POINT (31.2214391742951 15.6850601566026),2023-01-19-17:50:16,hjjzwzjmgxvgrhploziz
pjaqrhuzgyukichqcpjs,POINT (87.9617277271329 44.3041732467759),POINT (27.5681029200118 48.1898949428113),2023-01-19-17:50:16,gbwkpxcyxqwwqdljgmpt
vjbestyphnzfgzcemtve,POINT (47.2420224167423 55.1119408828122),POINT (75.0914529373512 75.8017228861706),2023-01-19-17:50:16,wuwwzsenbuclllhmmcau
dtlkowddweojjxvmigoz,POINT (70.125648052837 75.9442755789733),POINT (11.9698070313647 37.7808809444584),2023-01-19-17:50:16,uliwgwhfsqqwnlrhqtxn
mgfgkftwausqcbfluhxl,POINT (96.8631114116271 10.7798960407225),POINT (15.7492140157356 13.1502333845333),2023-01-19-17:50:16,snzkomdjtmagnpfwhfwg
vcdqjhgaahihwahafskw,POINT (80.0959440976864 30.6353199485666),POINT (20.2788018751427 7.6901332163844),2023-01-19-17:50:16,fxrrnsfhvvnidwiefsek
bxqpqwbxvgftwxhtmeiu,POINT (67.5511573536347 45.0031514354996),POINT (71.6313693394681 3.2783361301784),2023-01-19-17:50:16,hthukopddatpitojpsba
omtkzpczaygntkczphna,POINT (2.9821769750709 36.0112000246305),POINT (37.8479325161718 75.0488714781153),2023-01-19-17:50:16,ryvycgvyvbxnyvpgfjom
evqctwetrvgkqckvlsnr,POINT (37.9748137646433 41.8749500062152),POINT (56.0172345482223 41.0978865427148),2023-01-19-17:50:16,jqbwvhybkiwoiylzggvw
ihlihadrdnlsfxetaupl,POINT (62.7054673294389 84.8669641057871),POINT (88.0978854227607 76.411208056716),2023-01-19-17:50:16,dwpbnghmudvldywyiklh
rjwggnoaqauhtuxhtjde,POINT (15.9067308344913 33.8064597684809),POINT (77.3438346908468 82.9838433566568),2023-01-19-17:50:16,sztnkbyfoclrnjlftnio
snxfxiffvsoiacwupqni,POINT (66.4376131367383 30.2218566461566),POINT (84.649099432607 93.5813472825976),2023-01-19-17:50:16,igygzokiwnhbpefitbjq
oomrborkfhjlrhpuechh,POINT (39.5552147441353 47.4886816092463),POINT (24.3666363919994 68.5287540419),2023-01-19-17:50:16,ppzelaizovncaecvzpjf
zbtciwieemshzajgdxcf,POINT (70.8169114994977 53.586780491861),POINT (85.9804772570258 93.3087723086615),2023-01-19-17:50:16,aktawozwjvukpamzfyux
wigushlrzomwnggbrmcn,POINT (32.1376727234249 43.7041434844256),POINT (86.4966515802896 91.3038229354688),2023-01-19-17:50:16,cuqbkeelwzkxbhkivuac
rrvopxfrmsktuenlgrgf,POINT (41.7547048202781 78.7684402776153),POINT (46.5937573656921 6.5705473113172),2023-01-19-17:50:16,bvjdtzzqfnrzkvrdrkyz
nrbxlawqqfdhigmulxwh,POINT (73.9576190751818 25.9544549845038),POINT (37.0219317070927 11.9371824643293),2023-01-19-17:50:16,nukqfspcccdwcffovjfv
ejdplocoqmgvfcepfhtb,POINT (64.4426932927485 24.289387560537),POINT (36.5564074769542 9.9075320051726),2023-01-19-17:50:16,imnkjzkyqrorbuzrkwjm
yzraivbxezutdrbvtdxv,POINT (53.1041735087777 53.5289874208262),POINT (31.9979293203231 42.1138339013219),2023-01-19-17:50:16,kkprmbwtdkpwytmffcur
wzqpugrrvbfqwwocorgy,POINT (38.181935635194 43.2651461918956),POINT (91.2029091688004 39.723673095255),2023-01-19-17:50:16,cunqenbjjthajscwkzol
yvgwkoivkqaorgnncslp,POINT (74.179230786374 7.4804516038269),POINT (57.1304984173139 76.1912103915404),2023-01-19-17:50:16,pxuayoilhzshxwpjtcjg
nfbokjdrumlsnydlztby,POINT (66.2709204995647 20.9125905459107),POINT (85.7133209108638 19.0076927946468),2023-01-19-17:50:16,ruiiqbyxxivcgvydfmht
riwvcedamqzxsfggcvdj,POINT (31.0536354657197 46.0118039408859),POINT (71.5685227267878 47.1747995125617),2023-01-19-17:50:16,vvhptvljfqzkanpjmuxy
vlaldbbszarjbewhnypb,POINT (46.4801970966708 23.8130233088918),POINT (46.4241408939943 33.9576623588649),2023-01-19-17:50:16,hrmhpyzilauwfnyncqsc
myxalfailzjpdfeghqqc,POINT (35.2706319186212 37.2971780074926),POINT (69.7026804481718 72.67646064411),2023-01-19-17:50:16,ssndglhkzizkqlozgcez
klwujvpjnixvpaxxnrqj,POINT (46.5945007691255 24.6295382326895),POINT (42.6215253730681 76.7314851833891),2023-01-19-17:50:16,ptgnilfgorevpsaxlmrr
jchnzpjpsczntwetjifp,POINT (69.4182317938325 25.0300144142524),POINT (10.7037758866935 16.5666300021096),2023-01-19-17:50:16,rxjzyephvpfdalukfnbs
kggsbpcmdeijbcnphalz,POINT (15.9511785352386 13.4848022208504),POINT (97.175948712059 77.9723637394196),2023-01-19-17:50:16,ktscuiysgufoejrsfpfg
eennipgcnfghvrjqzkte,POINT (59.2500755161007 29.2155465894152),POINT (54.2798293681293 55.1841690230631),2023-01-19-17:50:16,eserrihvkxymttgfyamf
qhrubzvazqwfjdnhxljj,POINT (16.5875957847137 75.761535935475),POINT (80.2993967299192 86.6617853436951),2023-01-19-17:50:16,drkrprzacyjzrekjeydc
zwwzdlapdgpnqlzpksas,POINT (26.4755359410973 90.317604907302),POINT (8.0650607697442 70.3972776215167),2023-01-19-17:50:16,pukqwriayrzgzrheyhdx
ehmkmwkbaxrojwkupled,POINT (33.9634720396453 69.7140600697808),POINT (44.19451987581 69.6065362116364),2023-01-19-17:50:16,xzkxuyghmigsrcpclnrl
epmzmvcjqqksqfhdabtj,POINT (39.428270960873 60.1016382941218),POINT (79.9552212316703 48.296016109148),2023-01-19-17:50:16,selynonetdsvaxgpiwpi
isnutsnqjeerjambnvlx,POINT (71.0323441551741 31.1112507699458),POINT (45.4709110472791 76.8932452815056),2023-01-19-17:50:16,mxyphkezzhyannstgbhs
cxljsqxvwlmqyyctlvre,POINT (53.3260481013543 55.7829116004405),POINT (26.7343418478893 72.9456117453914),2023-01-19-17:50:16,hoyvhwrodftrzsvyznso
pvmtnpghgrpjkixecpge,POINT (15.5579926145076 64.4635504704949),POINT (51.5142544128613 5.7488377166415),2023-01-19-17:50:16,kygsuymuuacizuymvqrc
mehkpltzwfhxlompnkit,POINT (40.108312066251 92.2288934920694),POINT (85.8273017782278 79.276648608031),2023-01-19-17:50:16,kiulcnnsgriysifqryjr
yewjmjvkjwwrscdqozcn,POINT (11.7710905003191 94.364181415531),POINT (72.9691073530532 14.3751229577696),2023-01-19-17:50:16,nrtraesxyolylskpczgy
naxpbmuueeacjmtuxhre,POINT (72.3823629072556 32.8191447785539),POINT (75.7689271297632 78.2037263456151),2023-01-19-17:50:16,bkwqdfdtmknibrvozlbu
sawqvsjokqwipsbjxklt,POINT (84.4137947556602 46.1825773528793),POINT (63.2530042546497 28.8268065975794),2023-01-19-17:50:16,jesoozasrusbwulbcxmj
xmzvzglqcfruzzuntpps,POINT (20.9722998072134 26.5031202077196),POINT (53.9497822292957 57.1114966215964),2023-01-19-17:50:16,aonywpdvsenjvgaypfpy
ikqeunnyurevpboprgss,POINT (10.42480520408 57.268927175136),POINT (77.8179265560102 50.3168091316933),2023-01-19-17:50:16,fhyrxzzcmizdwapcpfnu
kcnalvwxlpltmzmmxany,POINT (33.2382263293688 1.1349334634297),POINT (44.4360877840266 33.844454009245),2023-01-19-17:50:16,kgqktjmihgavvdpohnpp
gjizyndqievdidqbjsba,POINT (70.4878636425551 87.6709776747033),POINT (69.6920466426747 89.107394132963),2023-01-19-17:50:16,wzlbkedjolueewzrrxgm
pikrmlwlmryzljthsicd,POINT (39.7583916395217 26.3662036668514),POINT (56.5199688255933 31.4790360516987),2023-01-19-17:50:16,gxydjmazjumpjalobfwn
utlshtqvaonfbkuyylef,POINT (27.1949448578897 96.8728528834485),POINT (89.3077776514695 13.8963993292372),2023-01-19-17:50:16,fsjmkuvtifycywttmqfq
tmzsyfzuwqklztttfcru,POINT (71.0350817509709 43.2255325644793),POINT (22.4337996727294 89.0586146064766),2023-01-19-17:50:16,fryjpgjlnrknqzbhpekx
tolyainusyvjnolgonpx,POINT (80.6116679119268 66.2518684918962),POINT (73.9479151376954 74.3541719510364),2023-01-19-17:50:16,izztqqrlfnjhovgfohhp
tebwugsrkcqvxnctqlnn,POINT (91.472945758239 45.2194177276005),POINT (52.5711801126969 25.0442993485611),2023-01-19-17:50:16,prlrxsuguojzfjxuyazu
sqjibkhqnwpbrwdszsqh,POINT (40.0192365179485 52.5380322277984),POINT (48.2896424344783 6.2519362610608),2023-01-19-17:50:16,aizrtdyaktczuxmapayr
qienkeacbuokeycaiygy,POINT (97.5486060557043 75.9980976310736),POINT (18.574877832357 14.3833800844823),2023-01-19-17:50:16,dmxaggjdadpmetmwdcpa
lvtysadoguywjoaqmrup,POINT (46.895482505221 32.8223849769285),POINT (73.9021848142263 93.0363042347497),2023-01-19-17:50:16,vbhuvnyepienheqxtxyr
nbwztdtimqtqjzlximmp,POINT (31.7628591053063 75.7423320084437),POINT (84.0524407066142 4.507250806188),2023-01-19-17:50:17,usvpjxgdbgryznvsvoni
tdsjeezxykriunluthmv,POINT (35.3921819164 25.9726160946342),POINT (65.4333498031658 10.9279637834545),2023-01-19-17:50:17,ptsqdjvwvxwucvxleits
ddcuvjefqycfyhlyfbbh,POINT (55.6624159775418 56.102485714723),POINT (38.1080202153819 8.055820811312),2023-01-19-17:50:17,qpjkvnlskezozhkqhnjl
nmufyeyjysgrokdzphzc,POINT (46.1610136308834 27.799547381325),POINT (59.4630444469239 47.8097869918938),2023-01-19-17:50:17,vcplqvxxkqbwaumgbwsd
gppgfnffraiwuizwfmng,POINT (33.4413638136497 22.4491653211691),POINT (88.9157849068306 58.190233625033),2023-01-19-17:50:17,rojqxhmfsoljlgcoxihh
izbwkhpdjrirkblsvwji,POINT (62.7593419469434 12.665057797904),POINT (76.4865765119819 86.0646014296825),2023-01-19-17:50:17,qdkksykulypzlzzocgmp
qjxvbesglnhocquuycio,POINT (39.662206118854 43.8463533476639),POINT (92.1203765035798 43.4326533511162),2023-01-19-17:50:17,gykuwkpqyryarhloeezx
mnxnbnybojbuaobccmfu,POINT (8.5797108291677 95.4850144563406),POINT (28.0107158605519 72.0980605392461),2023-01-19-17:50:17,opwyrdxjihkajpsobwdp
hirwsrmmzuddtrtucjfw,POINT (18.5014455809588 40.8303886404225),POINT (85.9589386485761 80.7395544142901),2023-01-19-17:50:17,nwyimogvmdtuddetwoux
nnncyhmiuaxdjvqbvvtk,POINT (85.7497282191536 40.8771946237749),POINT (28.9605615181215 26.742122569721),2023-01-19-17:50:17,szwchtbleuinezaxgjjk
ivzytxskptrgrzropwnr,POINT (41.1260001083518 20.0416235332761),POINT (44.4659285175695 6.1922401850579),2023-01-19-17:50:17,oisghhvpvngwageocpfm
ylmapxirhhqvgsqkpkve,POINT (53.9381455575563 88.4980337173208),POINT (86.2199215692373 32.3992632014156),2023-01-19-17:50:17,shviqtsutoqjsksaisgw
ywzmcblmozszdqljrojn,POINT (65.6987579844341 93.1914288612253),POINT (93.6023309346662 50.7533015744558),2023-01-19-17:50:17,usjojhwhdfumizldotmc
ixhjzevhkzfmqxsvsnac,POINT (94.4441801418211 4.2637159576362),POINT (50.7357755164583 1.4760562624681),2023-01-19-17:50:17,gtsoiiksaplymzyxyqaq
ivafylxqwreksudlbaft,POINT (39.4093021500322 41.5189042849551),POINT (39.0296303030921 77.9797856262287),2023-01-19-17:50:17,udoorhnodlrbjpskkbqe
qefnreqbutxwcmxarmpo,POINT (11.7409311001876 50.1630029057684),POINT (83.5230782108454 93.8821879337112),2023-01-19-17:50:17,yyfqqbtqgihnezhggydx
ofcgdrccwljhfqpoonls,POINT (33.3543769058167 66.0380401330592),POINT (19.5283271262099 11.9905604224956),2023-01-19-17:50:17,ctnfiuryabotrsdqhsot
jtngzupyhobhztfbtfeh,POINT (88.3817907283286 68.0277952848792),POINT (87.1146817462935 35.4896863671945),2023-01-19-17:50:17,wxtxjsrxkzcvkukmkmni
rddwttuyirzohvhcjjsr,POINT (93.0696490390038 13.5194672481786),POINT (87.8432925278187 44.9292431568689),2023-01-19-17:50:17,uhhdmhvtqxvvinpwmqoy
ueyabvfrxmjjxwlrnyeq,POINT (15.5194696022136 66.6980982925317),POINT (2.7086156887482 33.1873073036966),2023-01-19-17:50:17,gyxohgbcxluebqdtidgk
